"Customer ID","Segment","Cluster","Age","Age_Group","Gender","Location"
994,"Segment 4",4,51,"51-70","Male","Iowa"
995,"Segment 2",2,53,"51-70","Male","New York"
996,"Segment 3",3,44,"36-50","Male","Idaho"
997,"Segment 1",1,29,"26-35","Male","Delaware"
998,"Segment 2",2,64,"51-70","Male","Kentucky"
999,"Segment 4",4,51,"51-70","Male","Connecticut"
1000,"Segment 2",2,50,"36-50","Male","New Mexico"
1001,"Segment 1",1,43,"36-50","Male","Georgia"
1002,"Segment 2",2,61,"51-70","Male","Washington"
1003,"Segment 2",2,55,"51-70","Male","North Dakota"
1004,"Segment 4",4,56,"51-70","Male","Ohio"
1005,"Segment 1",1,33,"26-35","Male","Tennessee"
1006,"Segment 4",4,43,"36-50","Male","New York"
1007,"Segment 1",1,21,"18-25","Male","Michigan"
1008,"Segment 4",4,58,"51-70","Male","Georgia"
1009,"Segment 3",3,41,"36-50","Male","New Mexico"
1010,"Segment 2",2,39,"36-50","Male","Louisiana"
1011,"Segment 2",2,54,"51-70","Male","South Dakota"
1012,"Segment 2",2,43,"36-50","Male","Montana"
1013,"Segment 1",1,28,"26-35","Male","New Mexico"
1014,"Segment 4",4,59,"51-70","Male","South Carolina"
1015,"Segment 3",3,28,"26-35","Male","Ohio"
1016,"Segment 2",2,68,"51-70","Male","North Carolina"
1017,"Segment 3",3,20,"18-25","Male","Idaho"
1018,"Segment 3",3,21,"18-25","Male","Oklahoma"
1019,"Segment 4",4,50,"36-50","Male","Georgia"
1020,"Segment 3",3,32,"26-35","Male","Kentucky"
1021,"Segment 1",1,24,"18-25","Male","Delaware"
1022,"Segment 1",1,55,"51-70","Male","Massachusetts"
1023,"Segment 2",2,61,"51-70","Male","Nebraska"
1024,"Segment 4",4,61,"51-70","Male","Maine"
1025,"Segment 3",3,28,"26-35","Male","Pennsylvania"
1026,"Segment 4",4,60,"51-70","Male","Nebraska"
1027,"Segment 4",4,49,"36-50","Male","Virginia"
1028,"Segment 3",3,33,"26-35","Male","Ohio"
1029,"Segment 2",2,45,"36-50","Male","Nebraska"
1030,"Segment 1",1,29,"26-35","Male","Ohio"
1031,"Segment 4",4,58,"51-70","Male","Kentucky"
1032,"Segment 3",3,22,"18-25","Male","Tennessee"
1033,"Segment 2",2,55,"51-70","Male","Maine"
1034,"Segment 1",1,19,"18-25","Male","Montana"
1035,"Segment 2",2,68,"51-70","Male","Maryland"
1036,"Segment 4",4,61,"51-70","Male","Georgia"
1037,"Segment 2",2,68,"51-70","Male","Hawaii"
1038,"Segment 2",2,52,"51-70","Male","Rhode Island"
1039,"Segment 3",3,41,"36-50","Male","Nebraska"
1040,"Segment 1",1,29,"26-35","Male","Michigan"
1041,"Segment 2",2,68,"51-70","Male","North Carolina"
1042,"Segment 1",1,36,"36-50","Male","Minnesota"
1043,"Segment 4",4,55,"51-70","Male","Maryland"
1044,"Segment 3",3,28,"26-35","Male","Hawaii"
1045,"Segment 1",1,39,"36-50","Male","Oregon"
1046,"Segment 4",4,54,"51-70","Male","New Mexico"
1047,"Segment 1",1,40,"36-50","Male","Illinois"
1048,"Segment 1",1,31,"26-35","Male","Utah"
1049,"Segment 3",3,30,"26-35","Male","Maine"
1050,"Segment 2",2,45,"36-50","Male","Virginia"
1051,"Segment 4",4,48,"36-50","Male","Florida"
1052,"Segment 3",3,45,"36-50","Male","Ohio"
1053,"Segment 2",2,60,"51-70","Male","Virginia"
1054,"Segment 4",4,59,"51-70","Male","Kansas"
1055,"Segment 1",1,18,"18-25","Male","Arkansas"
1056,"Segment 2",2,70,"51-70","Male","Massachusetts"
1057,"Segment 3",3,20,"18-25","Male","Idaho"
1058,"Segment 2",2,65,"51-70","Male","Wisconsin"
1059,"Segment 3",3,29,"26-35","Male","New Mexico"
1060,"Segment 3",3,22,"18-25","Male","North Carolina"
1061,"Segment 3",3,27,"26-35","Male","Iowa"
1062,"Segment 1",1,36,"36-50","Male","Idaho"
1063,"Segment 3",3,59,"51-70","Male","Ohio"
1064,"Segment 2",2,62,"51-70","Male","Alabama"
1065,"Segment 2",2,34,"26-35","Male","Wyoming"
1066,"Segment 2",2,59,"51-70","Male","Alabama"
1067,"Segment 4",4,49,"36-50","Male","Mississippi"
1068,"Segment 3",3,18,"18-25","Male","Pennsylvania"
1069,"Segment 4",4,55,"51-70","Male","Wyoming"
1070,"Segment 1",1,38,"36-50","Male","Maryland"
1071,"Segment 4",4,50,"36-50","Male","North Carolina"
1072,"Segment 4",4,61,"51-70","Male","Pennsylvania"
1073,"Segment 4",4,48,"36-50","Male","Idaho"
1074,"Segment 1",1,22,"18-25","Male","California"
1075,"Segment 3",3,48,"36-50","Male","Tennessee"
1076,"Segment 1",1,57,"51-70","Male","Missouri"
1077,"Segment 3",3,33,"26-35","Male","North Dakota"
1078,"Segment 2",2,58,"51-70","Male","West Virginia"
1079,"Segment 1",1,37,"36-50","Male","Arizona"
1080,"Segment 1",1,18,"18-25","Male","Oklahoma"
1081,"Segment 2",2,65,"51-70","Male","Pennsylvania"
1082,"Segment 2",2,62,"51-70","Male","Idaho"
1083,"Segment 3",3,54,"51-70","Male","South Carolina"
1084,"Segment 3",3,35,"26-35","Male","Washington"
1085,"Segment 1",1,34,"26-35","Male","Arkansas"
1086,"Segment 3",3,25,"18-25","Male","Utah"
1087,"Segment 2",2,53,"51-70","Male","Alaska"
1088,"Segment 3",3,45,"36-50","Male","West Virginia"
1089,"Segment 2",2,49,"36-50","Male","Louisiana"
1090,"Segment 1",1,40,"36-50","Male","Arizona"
1091,"Segment 1",1,38,"36-50","Male","Connecticut"
1092,"Segment 1",1,44,"36-50","Male","North Carolina"
1093,"Segment 2",2,68,"51-70","Male","South Dakota"
1094,"Segment 2",2,60,"51-70","Male","Delaware"
1095,"Segment 1",1,25,"18-25","Male","Connecticut"
1096,"Segment 3",3,19,"18-25","Male","Tennessee"
1097,"Segment 2",2,57,"51-70","Male","New Hampshire"
1098,"Segment 2",2,58,"51-70","Male","Vermont"
1099,"Segment 4",4,49,"36-50","Male","Idaho"
1100,"Segment 3",3,19,"18-25","Male","North Carolina"
1101,"Segment 2",2,50,"36-50","Male","Nevada"
1102,"Segment 3",3,30,"26-35","Male","Delaware"
1103,"Segment 3",3,52,"51-70","Male","Texas"
1104,"Segment 1",1,35,"26-35","Male","Tennessee"
1105,"Segment 3",3,35,"26-35","Male","Delaware"
1106,"Segment 3",3,33,"26-35","Male","Massachusetts"
1107,"Segment 4",4,52,"51-70","Male","Minnesota"
1108,"Segment 2",2,69,"51-70","Male","Texas"
1109,"Segment 3",3,27,"26-35","Male","Nebraska"
1110,"Segment 4",4,66,"51-70","Male","Oklahoma"
1111,"Segment 3",3,28,"26-35","Male","Texas"
1112,"Segment 1",1,22,"18-25","Male","New York"
1113,"Segment 4",4,69,"51-70","Male","Washington"
1114,"Segment 1",1,28,"26-35","Male","Maryland"
1115,"Segment 2",2,55,"51-70","Male","New Hampshire"
1116,"Segment 1",1,30,"26-35","Male","New York"
1117,"Segment 4",4,67,"51-70","Male","Hawaii"
1118,"Segment 1",1,25,"18-25","Male","California"
1119,"Segment 1",1,49,"36-50","Male","Indiana"
1120,"Segment 3",3,34,"26-35","Male","Louisiana"
1121,"Segment 1",1,22,"18-25","Male","Pennsylvania"
1122,"Segment 2",2,63,"51-70","Male","Florida"
1123,"Segment 4",4,70,"51-70","Male","North Carolina"
1124,"Segment 3",3,36,"36-50","Male","Massachusetts"
1125,"Segment 1",1,42,"36-50","Male","Iowa"
1126,"Segment 3",3,27,"26-35","Male","North Dakota"
1127,"Segment 3",3,23,"18-25","Male","Iowa"
1128,"Segment 1",1,50,"36-50","Male","Delaware"
1129,"Segment 2",2,56,"51-70","Male","New York"
1130,"Segment 1",1,37,"36-50","Male","New Hampshire"
1131,"Segment 2",2,67,"51-70","Male","Kentucky"
1132,"Segment 4",4,67,"51-70","Male","Illinois"
1133,"Segment 4",4,50,"36-50","Male","North Carolina"
1134,"Segment 1",1,36,"36-50","Male","Connecticut"
1135,"Segment 4",4,62,"51-70","Male","Wisconsin"
1136,"Segment 4",4,65,"51-70","Male","Massachusetts"
1137,"Segment 1",1,23,"18-25","Male","Illinois"
1138,"Segment 3",3,46,"36-50","Male","New Mexico"
1139,"Segment 1",1,18,"18-25","Male","Iowa"
1140,"Segment 2",2,58,"51-70","Male","Alabama"
1141,"Segment 3",3,31,"26-35","Male","Maryland"
1142,"Segment 1",1,39,"36-50","Male","Ohio"
1143,"Segment 4",4,69,"51-70","Male","Ohio"
1144,"Segment 2",2,68,"51-70","Male","Nevada"
1145,"Segment 1",1,41,"36-50","Male","South Carolina"
1146,"Segment 3",3,31,"26-35","Male","Nevada"
1147,"Segment 2",2,48,"36-50","Male","Wisconsin"
1148,"Segment 2",2,59,"51-70","Male","Tennessee"
1149,"Segment 3",3,34,"26-35","Male","Florida"
1150,"Segment 3",3,21,"18-25","Male","Georgia"
1151,"Segment 3",3,29,"26-35","Male","Kentucky"
1152,"Segment 4",4,41,"36-50","Male","Ohio"
1153,"Segment 2",2,62,"51-70","Male","Connecticut"
1154,"Segment 1",1,27,"26-35","Male","Idaho"
1155,"Segment 3",3,49,"36-50","Male","Georgia"
1156,"Segment 2",2,67,"51-70","Male","Tennessee"
1157,"Segment 1",1,20,"18-25","Male","Hawaii"
1158,"Segment 1",1,37,"36-50","Male","Maryland"
1159,"Segment 4",4,69,"51-70","Male","Nevada"
1160,"Segment 2",2,66,"51-70","Male","New Hampshire"
1161,"Segment 3",3,37,"36-50","Male","North Dakota"
1162,"Segment 2",2,63,"51-70","Male","Oklahoma"
1163,"Segment 4",4,47,"36-50","Male","North Carolina"
1164,"Segment 3",3,26,"26-35","Male","Tennessee"
1165,"Segment 4",4,68,"51-70","Male","Montana"
1166,"Segment 3",3,51,"51-70","Male","Wisconsin"
1167,"Segment 2",2,48,"36-50","Male","Connecticut"
1168,"Segment 4",4,60,"51-70","Male","New Jersey"
1169,"Segment 4",4,68,"51-70","Male","Mississippi"
1170,"Segment 1",1,25,"18-25","Male","Wyoming"
1171,"Segment 2",2,57,"51-70","Male","Illinois"
1172,"Segment 1",1,41,"36-50","Male","Louisiana"
1173,"Segment 4",4,59,"51-70","Male","Oregon"
1174,"Segment 3",3,44,"36-50","Male","South Dakota"
1175,"Segment 1",1,42,"36-50","Male","Michigan"
1176,"Segment 1",1,35,"26-35","Male","New Jersey"
1177,"Segment 1",1,36,"36-50","Male","Oregon"
1178,"Segment 2",2,54,"51-70","Male","Iowa"
1179,"Segment 1",1,37,"36-50","Male","South Carolina"
1180,"Segment 3",3,20,"18-25","Male","Indiana"
1181,"Segment 1",1,23,"18-25","Male","Oregon"
1182,"Segment 4",4,61,"51-70","Male","New York"
1183,"Segment 2",2,37,"36-50","Male","New Mexico"
1184,"Segment 1",1,23,"18-25","Male","Louisiana"
1185,"Segment 4",4,63,"51-70","Male","South Carolina"
1186,"Segment 4",4,47,"36-50","Male","Maine"
1187,"Segment 4",4,63,"51-70","Male","Indiana"
1188,"Segment 4",4,56,"51-70","Male","Iowa"
1189,"Segment 2",2,68,"51-70","Male","Mississippi"
1190,"Segment 4",4,64,"51-70","Male","Arkansas"
1191,"Segment 2",2,62,"51-70","Male","South Carolina"
1192,"Segment 1",1,34,"26-35","Male","Indiana"
1193,"Segment 2",2,49,"36-50","Male","Florida"
1194,"Segment 1",1,40,"36-50","Male","Alaska"
1195,"Segment 2",2,50,"36-50","Male","New York"
1196,"Segment 1",1,25,"18-25","Male","Texas"
1197,"Segment 3",3,30,"26-35","Male","North Dakota"
1198,"Segment 4",4,54,"51-70","Male","Vermont"
1199,"Segment 1",1,40,"36-50","Male","New Jersey"
1200,"Segment 4",4,49,"36-50","Male","Maryland"
1201,"Segment 1",1,27,"26-35","Male","Connecticut"
1202,"Segment 3",3,27,"26-35","Male","Illinois"
1203,"Segment 2",2,48,"36-50","Male","Maryland"
1204,"Segment 4",4,40,"36-50","Male","Minnesota"
1205,"Segment 4",4,67,"51-70","Male","Florida"
1206,"Segment 4",4,52,"51-70","Male","California"
1207,"Segment 3",3,22,"18-25","Male","Mississippi"
1208,"Segment 4",4,62,"51-70","Male","Washington"
1209,"Segment 3",3,20,"18-25","Male","Wisconsin"
1210,"Segment 1",1,41,"36-50","Male","Pennsylvania"
1211,"Segment 1",1,34,"26-35","Male","Missouri"
1212,"Segment 1",1,23,"18-25","Male","Oklahoma"
1213,"Segment 3",3,32,"26-35","Male","Pennsylvania"
1214,"Segment 2",2,68,"51-70","Male","Kentucky"
1215,"Segment 3",3,30,"26-35","Male","Vermont"
1216,"Segment 2",2,66,"51-70","Male","Oregon"
1217,"Segment 2",2,62,"51-70","Male","Utah"
1218,"Segment 3",3,50,"36-50","Male","Nebraska"
1219,"Segment 4",4,55,"51-70","Male","Pennsylvania"
1220,"Segment 3",3,19,"18-25","Male","Vermont"
1221,"Segment 4",4,67,"51-70","Male","Kentucky"
1222,"Segment 1",1,18,"18-25","Male","Iowa"
1223,"Segment 4",4,58,"51-70","Male","Indiana"
1224,"Segment 2",2,69,"51-70","Male","Kansas"
1225,"Segment 2",2,62,"51-70","Male","Illinois"
1226,"Segment 3",3,28,"26-35","Male","North Carolina"
1227,"Segment 4",4,53,"51-70","Male","Ohio"
1228,"Segment 1",1,27,"26-35","Male","Illinois"
1229,"Segment 2",2,55,"51-70","Male","Indiana"
1230,"Segment 3",3,34,"26-35","Male","Kansas"
1231,"Segment 1",1,25,"18-25","Male","Illinois"
1232,"Segment 4",4,66,"51-70","Male","Pennsylvania"
1233,"Segment 2",2,57,"51-70","Male","New York"
1234,"Segment 4",4,46,"36-50","Male","Utah"
1235,"Segment 4",4,38,"36-50","Male","New Jersey"
1236,"Segment 3",3,23,"18-25","Male","Idaho"
1237,"Segment 1",1,42,"36-50","Male","New Mexico"
1238,"Segment 1",1,25,"18-25","Male","Michigan"
1239,"Segment 4",4,55,"51-70","Male","Wyoming"
1240,"Segment 2",2,62,"51-70","Male","New Jersey"
1241,"Segment 3",3,41,"36-50","Male","New Jersey"
1242,"Segment 2",2,58,"51-70","Male","Hawaii"
1243,"Segment 2",2,56,"51-70","Male","Nevada"
1244,"Segment 3",3,25,"18-25","Male","New Hampshire"
1245,"Segment 4",4,70,"51-70","Male","Indiana"
1246,"Segment 2",2,42,"36-50","Male","New York"
1247,"Segment 3",3,27,"26-35","Male","Louisiana"
1248,"Segment 4",4,65,"51-70","Male","Virginia"
1249,"Segment 2",2,62,"51-70","Male","Wisconsin"
1250,"Segment 2",2,62,"51-70","Male","Oregon"
1251,"Segment 2",2,52,"51-70","Male","New Hampshire"
1252,"Segment 4",4,56,"51-70","Male","Indiana"
1253,"Segment 1",1,28,"26-35","Male","Massachusetts"
1254,"Segment 1",1,39,"36-50","Male","Montana"
1255,"Segment 2",2,54,"51-70","Male","California"
1256,"Segment 1",1,30,"26-35","Male","Indiana"
1257,"Segment 2",2,45,"36-50","Male","West Virginia"
1258,"Segment 2",2,68,"51-70","Male","Minnesota"
1259,"Segment 4",4,47,"36-50","Male","Ohio"
1260,"Segment 4",4,68,"51-70","Male","Minnesota"
1261,"Segment 4",4,63,"51-70","Male","Virginia"
1262,"Segment 3",3,20,"18-25","Male","Connecticut"
1263,"Segment 1",1,29,"26-35","Male","Tennessee"
1264,"Segment 1",1,41,"36-50","Male","Delaware"
1265,"Segment 3",3,52,"51-70","Male","Vermont"
1266,"Segment 3",3,32,"26-35","Male","Louisiana"
1267,"Segment 1",1,20,"18-25","Male","North Dakota"
1268,"Segment 3",3,47,"36-50","Male","Oregon"
1269,"Segment 3",3,23,"18-25","Male","Idaho"
1270,"Segment 2",2,43,"36-50","Male","Vermont"
1271,"Segment 4",4,67,"51-70","Male","West Virginia"
1272,"Segment 4",4,70,"51-70","Male","Kentucky"
1273,"Segment 1",1,35,"26-35","Male","Wisconsin"
1274,"Segment 2",2,41,"36-50","Male","Mississippi"
1275,"Segment 4",4,54,"51-70","Male","Missouri"
1276,"Segment 2",2,55,"51-70","Male","Arkansas"
1277,"Segment 4",4,51,"51-70","Male","Wyoming"
1278,"Segment 1",1,19,"18-25","Male","Rhode Island"
1279,"Segment 3",3,28,"26-35","Male","Utah"
1280,"Segment 2",2,63,"51-70","Male","Maryland"
1281,"Segment 1",1,30,"26-35","Male","Georgia"
1282,"Segment 1",1,29,"26-35","Male","New Jersey"
1283,"Segment 3",3,24,"18-25","Male","New Hampshire"
1284,"Segment 4",4,69,"51-70","Male","Oregon"
1285,"Segment 4",4,65,"51-70","Male","Arkansas"
1286,"Segment 4",4,64,"51-70","Male","North Carolina"
1287,"Segment 1",1,40,"36-50","Male","West Virginia"
1288,"Segment 3",3,24,"18-25","Male","Utah"
1289,"Segment 4",4,66,"51-70","Male","South Dakota"
1290,"Segment 3",3,35,"26-35","Male","New Hampshire"
1291,"Segment 2",2,67,"51-70","Male","Maryland"
1292,"Segment 2",2,69,"51-70","Male","South Dakota"
1293,"Segment 1",1,26,"26-35","Male","Kentucky"
1294,"Segment 1",1,23,"18-25","Male","Florida"
1295,"Segment 1",1,27,"26-35","Male","Texas"
1296,"Segment 3",3,30,"26-35","Male","New Mexico"
1297,"Segment 2",2,48,"36-50","Male","South Dakota"
1298,"Segment 4",4,44,"36-50","Male","New Jersey"
1299,"Segment 3",3,29,"26-35","Male","Indiana"
1300,"Segment 1",1,29,"26-35","Male","Louisiana"
1301,"Segment 4",4,67,"51-70","Male","West Virginia"
1302,"Segment 1",1,42,"36-50","Male","Maine"
1303,"Segment 3",3,23,"18-25","Male","Idaho"
1304,"Segment 3",3,34,"26-35","Male","New York"
1305,"Segment 4",4,64,"51-70","Male","Montana"
1306,"Segment 1",1,31,"26-35","Male","Mississippi"
1307,"Segment 2",2,54,"51-70","Male","Alaska"
1308,"Segment 3",3,23,"18-25","Male","Missouri"
1309,"Segment 2",2,59,"51-70","Male","Rhode Island"
1310,"Segment 1",1,32,"26-35","Male","Hawaii"
1311,"Segment 3",3,43,"36-50","Male","South Carolina"
1312,"Segment 1",1,32,"26-35","Male","Tennessee"
1313,"Segment 4",4,66,"51-70","Male","Missouri"
1314,"Segment 2",2,70,"51-70","Male","Missouri"
1315,"Segment 3",3,42,"36-50","Male","Missouri"
1316,"Segment 4",4,56,"51-70","Male","Mississippi"
1317,"Segment 1",1,28,"26-35","Male","Arkansas"
1318,"Segment 3",3,28,"26-35","Male","Kentucky"
1319,"Segment 3",3,52,"51-70","Male","Connecticut"
1320,"Segment 2",2,65,"51-70","Male","Oklahoma"
1321,"Segment 2",2,56,"51-70","Male","California"
1322,"Segment 4",4,59,"51-70","Male","Missouri"
1323,"Segment 1",1,23,"18-25","Male","Washington"
1324,"Segment 4",4,58,"51-70","Male","New York"
1325,"Segment 3",3,39,"36-50","Male","Indiana"
1326,"Segment 3",3,28,"26-35","Male","Oregon"
1327,"Segment 1",1,40,"36-50","Male","Texas"
1328,"Segment 2",2,52,"51-70","Male","Florida"
1329,"Segment 4",4,37,"36-50","Male","Rhode Island"
1330,"Segment 2",2,70,"51-70","Male","Texas"
1331,"Segment 3",3,30,"26-35","Male","Vermont"
1332,"Segment 3",3,38,"36-50","Male","Maryland"
1333,"Segment 4",4,66,"51-70","Male","Alaska"
1334,"Segment 3",3,29,"26-35","Male","Idaho"
1335,"Segment 1",1,46,"36-50","Male","West Virginia"
1336,"Segment 1",1,56,"51-70","Male","Nevada"
1337,"Segment 1",1,23,"18-25","Male","Oregon"
1338,"Segment 3",3,37,"36-50","Male","Tennessee"
1339,"Segment 2",2,56,"51-70","Male","Alabama"
1340,"Segment 1",1,36,"36-50","Male","Indiana"
1341,"Segment 1",1,40,"36-50","Male","Idaho"
1342,"Segment 3",3,26,"26-35","Male","Rhode Island"
1343,"Segment 2",2,57,"51-70","Male","Arizona"
1344,"Segment 2",2,68,"51-70","Male","Florida"
1345,"Segment 1",1,56,"51-70","Male","New York"
1346,"Segment 2",2,40,"36-50","Male","Nebraska"
1347,"Segment 3",3,44,"36-50","Male","Mississippi"
1348,"Segment 4",4,44,"36-50","Male","Vermont"
1349,"Segment 3",3,19,"18-25","Male","Nebraska"
1350,"Segment 3",3,21,"18-25","Male","South Carolina"
1351,"Segment 1",1,31,"26-35","Male","Delaware"
1352,"Segment 3",3,30,"26-35","Male","Vermont"
1353,"Segment 4",4,65,"51-70","Male","Indiana"
1354,"Segment 1",1,39,"36-50","Male","Oregon"
1355,"Segment 2",2,64,"51-70","Male","Maryland"
1356,"Segment 4",4,59,"51-70","Male","Florida"
1357,"Segment 4",4,49,"36-50","Male","Indiana"
1358,"Segment 3",3,24,"18-25","Male","Texas"
1359,"Segment 3",3,19,"18-25","Male","Nebraska"
1360,"Segment 1",1,27,"26-35","Male","North Carolina"
1361,"Segment 2",2,56,"51-70","Male","Alabama"
1362,"Segment 2",2,49,"36-50","Male","Alabama"
1363,"Segment 1",1,41,"36-50","Male","Colorado"
1364,"Segment 4",4,36,"36-50","Male","Wisconsin"
1365,"Segment 4",4,68,"51-70","Male","Delaware"
1366,"Segment 1",1,28,"26-35","Male","Indiana"
1367,"Segment 2",2,45,"36-50","Male","Iowa"
1368,"Segment 4",4,60,"51-70","Male","Iowa"
1369,"Segment 1",1,21,"18-25","Male","Wisconsin"
1370,"Segment 3",3,32,"26-35","Male","Iowa"
1371,"Segment 3",3,27,"26-35","Male","Montana"
1372,"Segment 3",3,40,"36-50","Male","Mississippi"
1373,"Segment 4",4,64,"51-70","Male","Michigan"
1374,"Segment 3",3,18,"18-25","Male","Virginia"
1375,"Segment 3",3,22,"18-25","Male","New York"
1376,"Segment 1",1,42,"36-50","Male","Maine"
1377,"Segment 4",4,57,"51-70","Male","New Jersey"
1378,"Segment 3",3,33,"26-35","Male","Maryland"
1379,"Segment 3",3,37,"36-50","Male","Kentucky"
1380,"Segment 3",3,21,"18-25","Male","Minnesota"
1381,"Segment 2",2,51,"51-70","Male","Massachusetts"
1382,"Segment 3",3,30,"26-35","Male","Illinois"
1383,"Segment 4",4,68,"51-70","Male","Michigan"
1384,"Segment 3",3,36,"36-50","Male","Wisconsin"
1385,"Segment 4",4,46,"36-50","Male","Alaska"
1386,"Segment 3",3,41,"36-50","Male","Mississippi"
1387,"Segment 2",2,68,"51-70","Male","Oregon"
1388,"Segment 3",3,21,"18-25","Male","Maryland"
1389,"Segment 2",2,62,"51-70","Male","Arkansas"
1390,"Segment 3",3,59,"51-70","Male","Illinois"
1391,"Segment 1",1,25,"18-25","Male","Arkansas"
1392,"Segment 2",2,53,"51-70","Male","Mississippi"
1393,"Segment 1",1,31,"26-35","Male","Arkansas"
1394,"Segment 1",1,46,"36-50","Male","Idaho"
1395,"Segment 1",1,26,"26-35","Male","Iowa"
1396,"Segment 2",2,47,"36-50","Male","West Virginia"
1397,"Segment 2",2,37,"36-50","Male","Wisconsin"
1398,"Segment 4",4,55,"51-70","Male","Massachusetts"
1399,"Segment 3",3,30,"26-35","Male","Texas"
1400,"Segment 3",3,19,"18-25","Male","Nebraska"
1401,"Segment 2",2,36,"36-50","Male","Nevada"
1402,"Segment 3",3,23,"18-25","Male","Indiana"
1403,"Segment 2",2,62,"51-70","Male","North Dakota"
1404,"Segment 1",1,26,"26-35","Male","Georgia"
1405,"Segment 2",2,36,"36-50","Male","New Mexico"
1406,"Segment 3",3,33,"26-35","Male","New Hampshire"
1407,"Segment 3",3,32,"26-35","Male","Washington"
1408,"Segment 4",4,56,"51-70","Male","Nevada"
1409,"Segment 4",4,58,"51-70","Male","Maine"
1410,"Segment 1",1,34,"26-35","Male","Idaho"
1411,"Segment 4",4,61,"51-70","Male","Tennessee"
1412,"Segment 2",2,48,"36-50","Male","Louisiana"
1413,"Segment 3",3,25,"18-25","Male","Michigan"
1414,"Segment 3",3,51,"51-70","Male","New Hampshire"
1415,"Segment 1",1,29,"26-35","Male","Minnesota"
1416,"Segment 4",4,54,"51-70","Male","Illinois"
1417,"Segment 2",2,48,"36-50","Male","Idaho"
1418,"Segment 2",2,62,"51-70","Male","Montana"
1419,"Segment 1",1,18,"18-25","Male","Alabama"
1420,"Segment 3",3,43,"36-50","Male","Montana"
1421,"Segment 1",1,22,"18-25","Male","California"
1422,"Segment 4",4,68,"51-70","Male","Pennsylvania"
1423,"Segment 2",2,44,"36-50","Male","Texas"
1424,"Segment 2",2,51,"51-70","Male","Michigan"
1425,"Segment 2",2,66,"51-70","Male","Connecticut"
1426,"Segment 2",2,59,"51-70","Male","Wyoming"
1427,"Segment 2",2,60,"51-70","Male","Michigan"
1428,"Segment 1",1,31,"26-35","Male","South Dakota"
1429,"Segment 1",1,20,"18-25","Male","North Dakota"
1430,"Segment 1",1,24,"18-25","Male","Maryland"
1431,"Segment 1",1,48,"36-50","Male","Michigan"
1432,"Segment 3",3,39,"36-50","Male","South Dakota"
1433,"Segment 1",1,34,"26-35","Male","Florida"
1434,"Segment 2",2,70,"51-70","Male","Minnesota"
1435,"Segment 4",4,59,"51-70","Male","New York"
1436,"Segment 4",4,45,"36-50","Male","Oregon"
1437,"Segment 3",3,35,"26-35","Male","Minnesota"
1438,"Segment 4",4,69,"51-70","Male","Montana"
1439,"Segment 2",2,58,"51-70","Male","Washington"
1440,"Segment 1",1,25,"18-25","Male","New Mexico"
1441,"Segment 1",1,27,"26-35","Male","Arizona"
1442,"Segment 2",2,34,"26-35","Male","Nebraska"
1443,"Segment 4",4,53,"51-70","Male","Idaho"
1444,"Segment 2",2,58,"51-70","Male","Idaho"
1445,"Segment 1",1,32,"26-35","Male","Vermont"
1446,"Segment 2",2,64,"51-70","Male","Arkansas"
1447,"Segment 2",2,63,"51-70","Male","Wyoming"
1448,"Segment 3",3,23,"18-25","Male","New Mexico"
1449,"Segment 4",4,64,"51-70","Male","West Virginia"
1450,"Segment 3",3,18,"18-25","Male","New York"
1451,"Segment 3",3,25,"18-25","Male","Illinois"
1452,"Segment 2",2,54,"51-70","Male","Utah"
1453,"Segment 2",2,60,"51-70","Male","Colorado"
1454,"Segment 3",3,36,"36-50","Male","Virginia"
1455,"Segment 2",2,66,"51-70","Male","Georgia"
1456,"Segment 4",4,60,"51-70","Male","Alabama"
1457,"Segment 4",4,59,"51-70","Male","Montana"
1458,"Segment 4",4,58,"51-70","Male","Pennsylvania"
1459,"Segment 2",2,35,"26-35","Male","Missouri"
1460,"Segment 1",1,20,"18-25","Male","Maine"
1461,"Segment 4",4,70,"51-70","Male","Pennsylvania"
1462,"Segment 4",4,54,"51-70","Male","Oregon"
1463,"Segment 1",1,38,"36-50","Male","Utah"
1464,"Segment 1",1,54,"51-70","Male","Oklahoma"
1465,"Segment 1",1,33,"26-35","Male","Montana"
1466,"Segment 4",4,46,"36-50","Male","Nebraska"
1467,"Segment 4",4,58,"51-70","Male","Alabama"
1468,"Segment 1",1,30,"26-35","Male","Ohio"
1469,"Segment 2",2,42,"36-50","Male","Arkansas"
1470,"Segment 1",1,28,"26-35","Male","Mississippi"
1471,"Segment 2",2,43,"36-50","Male","California"
1472,"Segment 3",3,31,"26-35","Male","Alaska"
1473,"Segment 2",2,39,"36-50","Male","Indiana"
1474,"Segment 4",4,69,"51-70","Male","Wisconsin"
1475,"Segment 1",1,31,"26-35","Male","New Jersey"
1476,"Segment 1",1,44,"36-50","Male","Rhode Island"
1477,"Segment 1",1,39,"36-50","Male","Wyoming"
1478,"Segment 1",1,24,"18-25","Male","Oregon"
1479,"Segment 1",1,28,"26-35","Male","Washington"
1480,"Segment 4",4,48,"36-50","Male","Washington"
1481,"Segment 3",3,39,"36-50","Male","New Hampshire"
1482,"Segment 2",2,64,"51-70","Male","Maryland"
1483,"Segment 1",1,28,"26-35","Male","Wisconsin"
1484,"Segment 1",1,39,"36-50","Male","Massachusetts"
1485,"Segment 1",1,49,"36-50","Male","Nebraska"
