"Customer ID","Segment","Cluster","Digital_Payment_Pref","Payment Method","Fast_Shipping_Pref","Shipping Type","Prefers_Small","Prefers_Large","Size","Color"
845,"Segment 2",2,1,"Venmo",1,"Express",0,1,"L","Purple"
846,"Segment 1",1,1,"Venmo",0,"Standard",0,1,"XL","Charcoal"
847,"Segment 4",4,0,"Debit Card",1,"Express",0,0,"M","Pink"
848,"Segment 2",2,1,"PayPal",0,"Standard",0,1,"L","Blue"
849,"Segment 4",4,0,"Credit Card",0,"Store Pickup",0,0,"M","Lavender"
850,"Segment 1",1,1,"PayPal",1,"Express",1,0,"S","Charcoal"
851,"Segment 2",2,1,"Venmo",0,"Store Pickup",0,1,"L","Turquoise"
852,"Segment 3",3,0,"Debit Card",1,"Express",0,0,"M","Red"
853,"Segment 1",1,0,"Debit Card",1,"Next Day Air",0,1,"L","Yellow"
854,"Segment 2",2,0,"Cash",0,"Free Shipping",0,1,"L","Orange"
855,"Segment 1",1,1,"Venmo",0,"Free Shipping",0,1,"L","Blue"
856,"Segment 4",4,0,"Credit Card",0,"2-Day Shipping",0,1,"L","Gold"
857,"Segment 2",2,0,"Debit Card",1,"Express",0,0,"M","Gold"
858,"Segment 3",3,0,"Debit Card",0,"Standard",0,1,"L","Cyan"
859,"Segment 3",3,1,"PayPal",0,"Free Shipping",0,1,"L","Olive"
860,"Segment 4",4,0,"Debit Card",1,"Next Day Air",0,0,"M","Teal"
861,"Segment 1",1,0,"Cash",0,"Standard",0,0,"M","Maroon"
862,"Segment 4",4,0,"Credit Card",0,"2-Day Shipping",0,1,"XL","Green"
863,"Segment 1",1,1,"PayPal",0,"Standard",0,0,"M","Charcoal"
864,"Segment 2",2,1,"PayPal",0,"Standard",0,0,"M","Cyan"
865,"Segment 2",2,1,"PayPal",1,"Next Day Air",1,0,"S","Charcoal"
866,"Segment 2",2,1,"Venmo",0,"Store Pickup",0,1,"L","Charcoal"
867,"Segment 2",2,1,"PayPal",0,"Free Shipping",0,0,"M","Lavender"
868,"Segment 2",2,0,"Bank Transfer",0,"Free Shipping",0,0,"M","Turquoise"
869,"Segment 3",3,0,"Credit Card",1,"Next Day Air",0,0,"M","Green"
870,"Segment 3",3,1,"PayPal",0,"2-Day Shipping",0,0,"M","Silver"
871,"Segment 2",2,0,"Bank Transfer",0,"Standard",0,0,"M","Blue"
872,"Segment 2",2,0,"Debit Card",1,"Next Day Air",0,0,"M","Charcoal"
873,"Segment 2",2,0,"Cash",0,"Standard",0,0,"M","Pink"
874,"Segment 4",4,1,"Venmo",0,"Free Shipping",0,0,"M","Pink"
875,"Segment 1",1,1,"Venmo",0,"Free Shipping",0,0,"M","Magenta"
876,"Segment 1",1,0,"Bank Transfer",0,"Free Shipping",0,1,"L","Gray"
877,"Segment 1",1,0,"Debit Card",0,"2-Day Shipping",0,1,"L","Gray"
878,"Segment 4",4,1,"Venmo",1,"Next Day Air",0,0,"M","Orange"
879,"Segment 1",1,0,"Debit Card",1,"Express",1,0,"S","Black"
880,"Segment 4",4,1,"PayPal",0,"Free Shipping",1,0,"S","Lavender"
881,"Segment 3",3,0,"Debit Card",1,"Express",0,1,"L","Red"
882,"Segment 3",3,1,"Venmo",1,"Next Day Air",0,0,"M","Silver"
883,"Segment 2",2,0,"Cash",1,"Next Day Air",0,0,"M","Cyan"
884,"Segment 1",1,0,"Bank Transfer",0,"Free Shipping",1,0,"S","Gold"
885,"Segment 4",4,0,"Bank Transfer",1,"Express",0,1,"L","Yellow"
886,"Segment 4",4,0,"Debit Card",0,"Free Shipping",0,1,"L","Purple"
887,"Segment 1",1,0,"Bank Transfer",1,"Express",1,0,"S","Brown"
888,"Segment 2",2,1,"PayPal",0,"2-Day Shipping",0,1,"L","Turquoise"
889,"Segment 4",4,0,"Cash",1,"Express",1,0,"S","Gold"
890,"Segment 4",4,1,"Venmo",0,"Free Shipping",1,0,"S","Olive"
891,"Segment 2",2,0,"Credit Card",0,"2-Day Shipping",1,0,"S","Purple"
892,"Segment 1",1,1,"PayPal",0,"Store Pickup",1,0,"S","Lavender"
893,"Segment 3",3,0,"Debit Card",0,"Free Shipping",0,1,"L","Gray"
894,"Segment 1",1,1,"Venmo",1,"Express",0,0,"M","Red"
895,"Segment 1",1,0,"Debit Card",0,"Free Shipping",0,1,"L","Purple"
896,"Segment 1",1,0,"Debit Card",1,"Next Day Air",0,1,"XL","Olive"
897,"Segment 2",2,0,"Cash",1,"Express",0,0,"M","Lavender"
898,"Segment 3",3,1,"Venmo",1,"Express",0,0,"M","Gray"
899,"Segment 4",4,0,"Bank Transfer",0,"2-Day Shipping",0,1,"L","Red"
900,"Segment 2",2,1,"PayPal",0,"Standard",0,0,"M","Peach"
901,"Segment 4",4,0,"Bank Transfer",0,"Free Shipping",0,1,"L","Gray"
902,"Segment 4",4,0,"Cash",0,"2-Day Shipping",0,1,"L","Violet"
903,"Segment 3",3,0,"Cash",1,"Next Day Air",0,0,"M","Beige"
904,"Segment 2",2,1,"PayPal",1,"Express",0,0,"M","Blue"
905,"Segment 4",4,1,"PayPal",0,"Free Shipping",0,1,"L","Magenta"
906,"Segment 3",3,1,"Venmo",0,"Standard",1,0,"S","Cyan"
907,"Segment 1",1,0,"Debit Card",0,"Standard",0,0,"M","Red"
908,"Segment 1",1,0,"Credit Card",1,"Express",0,1,"L","Cyan"
909,"Segment 3",3,1,"PayPal",0,"Free Shipping",0,0,"M","Turquoise"
910,"Segment 2",2,1,"PayPal",1,"Express",0,1,"L","Silver"
911,"Segment 2",2,0,"Credit Card",1,"Express",1,0,"S","Pink"
912,"Segment 3",3,0,"Bank Transfer",0,"2-Day Shipping",0,0,"M","Black"
913,"Segment 3",3,0,"Bank Transfer",1,"Next Day Air",0,0,"M","Green"
914,"Segment 3",3,0,"Cash",1,"Next Day Air",0,0,"M","Yellow"
915,"Segment 1",1,1,"Venmo",0,"Standard",0,1,"L","Purple"
916,"Segment 2",2,0,"Credit Card",0,"Store Pickup",0,1,"L","Purple"
917,"Segment 2",2,1,"Venmo",0,"Standard",1,0,"S","Blue"
918,"Segment 4",4,0,"Bank Transfer",0,"Standard",0,0,"M","Maroon"
919,"Segment 2",2,0,"Cash",0,"2-Day Shipping",0,0,"M","Orange"
920,"Segment 3",3,0,"Debit Card",0,"2-Day Shipping",0,1,"L","Green"
921,"Segment 1",1,0,"Cash",0,"Free Shipping",0,1,"XL","Gold"
922,"Segment 2",2,1,"PayPal",1,"Express",0,1,"L","Silver"
923,"Segment 4",4,0,"Credit Card",0,"Standard",0,0,"M","Cyan"
924,"Segment 2",2,1,"PayPal",0,"2-Day Shipping",0,0,"M","Silver"
925,"Segment 4",4,0,"Cash",0,"Standard",0,1,"XL","Beige"
926,"Segment 1",1,0,"Cash",1,"Express",0,1,"L","Teal"
927,"Segment 4",4,0,"Cash",1,"Express",0,1,"XL","Green"
928,"Segment 1",1,1,"Venmo",0,"Standard",0,1,"L","Black"
929,"Segment 2",2,0,"Cash",0,"Store Pickup",0,1,"XL","Yellow"
930,"Segment 4",4,0,"Debit Card",0,"2-Day Shipping",0,0,"M","White"
931,"Segment 1",1,0,"Credit Card",0,"Store Pickup",0,1,"L","Green"
932,"Segment 1",1,0,"Bank Transfer",0,"Standard",0,0,"M","Silver"
933,"Segment 2",2,0,"Debit Card",0,"Standard",0,1,"L","Blue"
934,"Segment 4",4,0,"Debit Card",0,"Store Pickup",0,0,"M","Magenta"
935,"Segment 2",2,0,"Bank Transfer",1,"Express",1,0,"S","Yellow"
936,"Segment 2",2,0,"Bank Transfer",0,"Store Pickup",0,1,"L","White"
937,"Segment 3",3,0,"Cash",0,"Free Shipping",0,0,"M","Pink"
938,"Segment 3",3,1,"Venmo",1,"Express",0,0,"M","Magenta"
939,"Segment 1",1,0,"Debit Card",0,"Free Shipping",1,0,"S","Teal"
940,"Segment 1",1,0,"Credit Card",1,"Next Day Air",0,1,"L","Indigo"
941,"Segment 2",2,1,"PayPal",0,"Store Pickup",1,0,"S","Maroon"
942,"Segment 1",1,1,"PayPal",0,"2-Day Shipping",0,1,"L","Black"
943,"Segment 3",3,1,"PayPal",1,"Express",0,0,"M","Cyan"
944,"Segment 1",1,1,"Venmo",1,"Next Day Air",0,1,"L","Cyan"
945,"Segment 4",4,0,"Cash",1,"Express",1,0,"S","Gray"
946,"Segment 1",1,1,"Venmo",0,"Store Pickup",0,0,"M","Violet"
947,"Segment 2",2,1,"PayPal",1,"Next Day Air",0,1,"XL","Blue"
948,"Segment 2",2,0,"Cash",0,"Store Pickup",0,0,"M","Charcoal"
949,"Segment 4",4,1,"Venmo",1,"Express",0,1,"L","Olive"
950,"Segment 2",2,1,"Venmo",0,"Standard",0,0,"M","Olive"
951,"Segment 2",2,1,"PayPal",0,"Free Shipping",0,1,"XL","Turquoise"
952,"Segment 2",2,0,"Bank Transfer",1,"Express",0,0,"M","Cyan"
953,"Segment 3",3,1,"PayPal",0,"2-Day Shipping",1,0,"S","Red"
954,"Segment 2",2,1,"Venmo",0,"2-Day Shipping",1,0,"S","Cyan"
955,"Segment 4",4,0,"Credit Card",0,"Standard",1,0,"S","Turquoise"
956,"Segment 4",4,1,"PayPal",0,"Free Shipping",0,1,"L","Lavender"
957,"Segment 3",3,0,"Debit Card",0,"2-Day Shipping",0,1,"XL","Cyan"
958,"Segment 1",1,0,"Cash",0,"Store Pickup",0,1,"XL","Violet"
959,"Segment 2",2,0,"Credit Card",0,"Free Shipping",0,1,"XL","Beige"
960,"Segment 3",3,0,"Cash",0,"Standard",0,0,"M","Cyan"
961,"Segment 1",1,1,"Venmo",0,"Standard",0,1,"XL","Indigo"
962,"Segment 4",4,0,"Debit Card",1,"Next Day Air",0,1,"L","Olive"
963,"Segment 1",1,0,"Debit Card",0,"Standard",0,1,"L","Green"
964,"Segment 3",3,0,"Credit Card",0,"2-Day Shipping",0,1,"L","Green"
965,"Segment 3",3,1,"Venmo",1,"Next Day Air",0,0,"M","Beige"
966,"Segment 1",1,0,"Credit Card",0,"Store Pickup",0,1,"L","Black"
967,"Segment 4",4,0,"Cash",1,"Express",0,0,"M","Brown"
968,"Segment 1",1,0,"Cash",0,"Store Pickup",1,0,"S","Silver"
969,"Segment 2",2,0,"Bank Transfer",1,"Next Day Air",0,1,"L","Gray"
970,"Segment 2",2,1,"PayPal",1,"Express",1,0,"S","Pink"
971,"Segment 1",1,0,"Cash",0,"Free Shipping",1,0,"S","Maroon"
972,"Segment 1",1,0,"Credit Card",1,"Next Day Air",0,0,"M","Cyan"
973,"Segment 2",2,0,"Credit Card",0,"Standard",0,1,"L","Gold"
974,"Segment 4",4,0,"Bank Transfer",0,"2-Day Shipping",0,0,"M","Teal"
975,"Segment 4",4,0,"Bank Transfer",0,"2-Day Shipping",0,0,"M","Beige"
976,"Segment 2",2,0,"Bank Transfer",0,"2-Day Shipping",0,0,"M","Olive"
977,"Segment 4",4,0,"Credit Card",1,"Express",0,0,"M","Gray"
978,"Segment 1",1,0,"Cash",1,"Express",0,0,"M","Black"
979,"Segment 2",2,0,"Credit Card",0,"Standard",0,0,"M","Turquoise"
980,"Segment 2",2,0,"Debit Card",0,"Store Pickup",1,0,"S","Brown"
981,"Segment 4",4,1,"PayPal",0,"Free Shipping",1,0,"S","Magenta"
982,"Segment 1",1,0,"Credit Card",1,"Next Day Air",0,0,"M","Silver"
983,"Segment 3",3,1,"PayPal",0,"Standard",1,0,"S","Red"
984,"Segment 3",3,1,"Venmo",0,"Free Shipping",0,1,"L","Indigo"
985,"Segment 3",3,0,"Credit Card",0,"Free Shipping",0,0,"M","Green"
986,"Segment 1",1,0,"Bank Transfer",1,"Express",0,0,"M","Gray"
987,"Segment 4",4,0,"Bank Transfer",0,"Store Pickup",1,0,"S","Peach"
988,"Segment 2",2,1,"PayPal",1,"Express",0,0,"M","Charcoal"
989,"Segment 4",4,1,"PayPal",0,"2-Day Shipping",0,0,"M","Orange"
990,"Segment 2",2,0,"Bank Transfer",0,"Store Pickup",0,0,"M","Beige"
991,"Segment 1",1,0,"Cash",0,"Store Pickup",1,0,"S","Yellow"
992,"Segment 3",3,0,"Bank Transfer",0,"Standard",0,1,"XL","White"
993,"Segment 4",4,0,"Debit Card",1,"Express",0,0,"M","Gray"
994,"Segment 4",4,0,"Cash",0,"Store Pickup",0,0,"M","Peach"
995,"Segment 2",2,0,"Debit Card",1,"Express",0,1,"L","Violet"
996,"Segment 3",3,1,"Venmo",0,"2-Day Shipping",0,0,"M","Magenta"
997,"Segment 1",1,0,"Bank Transfer",0,"Standard",0,1,"L","Maroon"
998,"Segment 2",2,0,"Cash",1,"Express",0,0,"M","Cyan"
999,"Segment 4",4,0,"Bank Transfer",1,"Next Day Air",0,0,"M","White"
1000,"Segment 2",2,0,"Debit Card",0,"Standard",0,1,"L","Brown"
1001,"Segment 1",1,0,"Bank Transfer",1,"Express",0,0,"M","Red"
1002,"Segment 2",2,0,"Debit Card",0,"Standard",0,0,"M","Orange"
1003,"Segment 2",2,0,"Bank Transfer",0,"Store Pickup",0,0,"M","White"
1004,"Segment 4",4,0,"Cash",0,"Store Pickup",0,0,"M","Green"
1005,"Segment 1",1,0,"Cash",0,"2-Day Shipping",0,0,"M","Black"
1006,"Segment 4",4,0,"Debit Card",0,"Store Pickup",0,0,"M","Gold"
1007,"Segment 1",1,1,"Venmo",1,"Next Day Air",1,0,"S","Lavender"
1008,"Segment 4",4,0,"Credit Card",0,"Standard",0,1,"XL","Turquoise"
1009,"Segment 3",3,1,"PayPal",0,"Store Pickup",0,0,"M","Pink"
1010,"Segment 2",2,1,"Venmo",1,"Express",0,0,"M","Silver"
1011,"Segment 2",2,0,"Credit Card",0,"2-Day Shipping",0,1,"XL","Gray"
1012,"Segment 2",2,0,"Debit Card",1,"Next Day Air",0,1,"L","Indigo"
1013,"Segment 1",1,0,"Credit Card",1,"Express",0,1,"L","Teal"
1014,"Segment 4",4,1,"Venmo",0,"2-Day Shipping",0,1,"XL","Green"
1015,"Segment 3",3,0,"Debit Card",0,"Standard",0,0,"M","Violet"
1016,"Segment 2",2,0,"Cash",0,"Standard",0,0,"M","Cyan"
1017,"Segment 3",3,0,"Bank Transfer",1,"Express",0,1,"XL","Blue"
1018,"Segment 3",3,0,"Credit Card",1,"Express",0,1,"L","Orange"
1019,"Segment 4",4,0,"Cash",1,"Next Day Air",0,1,"XL","Charcoal"
1020,"Segment 3",3,1,"Venmo",0,"Standard",1,0,"S","Beige"
1021,"Segment 1",1,0,"Debit Card",1,"Express",0,0,"M","Black"
1022,"Segment 1",1,1,"PayPal",0,"2-Day Shipping",1,0,"S","Lavender"
1023,"Segment 2",2,0,"Cash",0,"Store Pickup",0,0,"M","Lavender"
1024,"Segment 4",4,0,"Bank Transfer",0,"Free Shipping",1,0,"S","Turquoise"
1025,"Segment 3",3,1,"Venmo",0,"Free Shipping",0,0,"M","Purple"
1026,"Segment 4",4,0,"Credit Card",0,"Free Shipping",0,0,"M","Olive"
1027,"Segment 4",4,1,"PayPal",1,"Express",0,1,"L","Turquoise"
1028,"Segment 3",3,0,"Cash",1,"Next Day Air",0,1,"L","Teal"
1029,"Segment 2",2,0,"Cash",0,"Standard",1,0,"S","Lavender"
1030,"Segment 1",1,1,"Venmo",0,"2-Day Shipping",0,0,"M","Purple"
1031,"Segment 4",4,0,"Debit Card",1,"Next Day Air",0,1,"L","Blue"
1032,"Segment 3",3,0,"Cash",0,"Free Shipping",0,0,"M","Teal"
1033,"Segment 2",2,0,"Credit Card",0,"Free Shipping",0,0,"M","Lavender"
1034,"Segment 1",1,0,"Bank Transfer",0,"Free Shipping",1,0,"S","Silver"
1035,"Segment 2",2,0,"Bank Transfer",1,"Next Day Air",0,0,"M","Olive"
1036,"Segment 4",4,1,"Venmo",1,"Express",0,0,"M","Brown"
1037,"Segment 2",2,0,"Bank Transfer",0,"2-Day Shipping",0,0,"M","Yellow"
1038,"Segment 2",2,0,"Debit Card",0,"Standard",0,1,"XL","Brown"
1039,"Segment 3",3,0,"Bank Transfer",1,"Express",0,1,"XL","Cyan"
1040,"Segment 1",1,1,"Venmo",0,"Standard",0,0,"M","Magenta"
1041,"Segment 2",2,0,"Cash",1,"Next Day Air",1,0,"S","Magenta"
1042,"Segment 1",1,0,"Cash",1,"Next Day Air",0,0,"M","Orange"
1043,"Segment 4",4,0,"Credit Card",1,"Next Day Air",0,0,"M","Maroon"
1044,"Segment 3",3,0,"Debit Card",0,"2-Day Shipping",0,0,"M","Green"
1045,"Segment 1",1,0,"Bank Transfer",1,"Next Day Air",0,1,"L","Teal"
1046,"Segment 4",4,1,"PayPal",0,"2-Day Shipping",0,1,"L","Black"
1047,"Segment 1",1,1,"Venmo",0,"Standard",0,0,"M","Magenta"
1048,"Segment 1",1,0,"Credit Card",0,"Standard",1,0,"S","Olive"
1049,"Segment 3",3,1,"Venmo",0,"Standard",0,1,"L","Yellow"
1050,"Segment 2",2,0,"Cash",0,"Store Pickup",1,0,"S","Purple"
1051,"Segment 4",4,1,"Venmo",1,"Next Day Air",0,0,"M","Beige"
1052,"Segment 3",3,1,"PayPal",0,"Free Shipping",0,0,"M","Indigo"
1053,"Segment 2",2,0,"Credit Card",0,"2-Day Shipping",0,1,"XL","Pink"
1054,"Segment 4",4,0,"Debit Card",0,"2-Day Shipping",0,0,"M","Blue"
1055,"Segment 1",1,1,"PayPal",1,"Express",0,1,"L","Cyan"
1056,"Segment 2",2,0,"Debit Card",1,"Next Day Air",0,0,"M","Orange"
1057,"Segment 3",3,1,"Venmo",0,"2-Day Shipping",0,1,"L","Black"
1058,"Segment 2",2,0,"Credit Card",0,"2-Day Shipping",1,0,"S","Maroon"
1059,"Segment 3",3,0,"Bank Transfer",1,"Next Day Air",0,1,"L","Violet"
1060,"Segment 3",3,0,"Debit Card",0,"Standard",0,0,"M","Beige"
1061,"Segment 3",3,0,"Debit Card",1,"Next Day Air",1,0,"S","Gray"
1062,"Segment 1",1,1,"Venmo",0,"Free Shipping",0,0,"M","Gray"
1063,"Segment 3",3,0,"Debit Card",1,"Next Day Air",0,0,"M","Brown"
1064,"Segment 2",2,0,"Cash",0,"Free Shipping",1,0,"S","Indigo"
1065,"Segment 2",2,0,"Credit Card",1,"Express",0,0,"M","Violet"
1066,"Segment 2",2,1,"PayPal",0,"Store Pickup",0,1,"XL","Blue"
1067,"Segment 4",4,1,"PayPal",0,"Store Pickup",0,0,"M","Red"
1068,"Segment 3",3,1,"PayPal",0,"2-Day Shipping",1,0,"S","Peach"
1069,"Segment 4",4,0,"Credit Card",0,"Standard",0,0,"M","Olive"
1070,"Segment 1",1,1,"Venmo",1,"Next Day Air",0,1,"XL","White"
1071,"Segment 4",4,0,"Debit Card",0,"Free Shipping",0,0,"M","Magenta"
1072,"Segment 4",4,0,"Credit Card",1,"Express",0,0,"M","Beige"
1073,"Segment 4",4,0,"Debit Card",1,"Express",0,1,"L","Gold"
1074,"Segment 1",1,0,"Credit Card",0,"Store Pickup",0,1,"XL","Purple"
1075,"Segment 3",3,0,"Bank Transfer",0,"Standard",1,0,"S","White"
1076,"Segment 1",1,0,"Debit Card",1,"Next Day Air",0,1,"L","Indigo"
1077,"Segment 3",3,1,"Venmo",0,"Standard",0,1,"L","Charcoal"
1078,"Segment 2",2,1,"PayPal",0,"Standard",0,0,"M","Pink"
1079,"Segment 1",1,0,"Credit Card",1,"Express",0,0,"M","Silver"
1080,"Segment 1",1,0,"Bank Transfer",0,"Free Shipping",1,0,"S","Blue"
1081,"Segment 2",2,0,"Cash",1,"Express",0,1,"L","Blue"
1082,"Segment 2",2,0,"Credit Card",0,"Standard",0,1,"XL","Brown"
1083,"Segment 3",3,1,"Venmo",1,"Next Day Air",0,1,"XL","Cyan"
1084,"Segment 3",3,0,"Cash",0,"Store Pickup",0,1,"L","Teal"
1085,"Segment 1",1,0,"Cash",1,"Next Day Air",1,0,"S","Purple"
1086,"Segment 3",3,1,"Venmo",0,"Store Pickup",0,0,"M","Turquoise"
1087,"Segment 2",2,1,"PayPal",0,"Free Shipping",0,0,"M","Olive"
1088,"Segment 3",3,0,"Bank Transfer",1,"Next Day Air",1,0,"S","White"
1089,"Segment 2",2,1,"PayPal",0,"Free Shipping",0,0,"M","Turquoise"
1090,"Segment 1",1,1,"PayPal",1,"Next Day Air",0,0,"M","Silver"
1091,"Segment 1",1,0,"Cash",0,"Store Pickup",0,0,"M","Violet"
1092,"Segment 1",1,0,"Credit Card",0,"Store Pickup",0,1,"L","Lavender"
1093,"Segment 2",2,1,"Venmo",0,"2-Day Shipping",0,1,"L","Magenta"
1094,"Segment 2",2,1,"Venmo",0,"2-Day Shipping",1,0,"S","Indigo"
1095,"Segment 1",1,0,"Cash",1,"Next Day Air",0,0,"M","Black"
1096,"Segment 3",3,0,"Bank Transfer",0,"Free Shipping",1,0,"S","Peach"
1097,"Segment 2",2,0,"Credit Card",0,"Standard",1,0,"S","Beige"
1098,"Segment 2",2,0,"Bank Transfer",0,"Store Pickup",0,0,"M","Black"
1099,"Segment 4",4,0,"Credit Card",1,"Next Day Air",1,0,"S","Turquoise"
1100,"Segment 3",3,0,"Bank Transfer",1,"Next Day Air",0,0,"M","Peach"
1101,"Segment 2",2,0,"Credit Card",1,"Express",0,1,"L","Gold"
1102,"Segment 3",3,0,"Cash",0,"Free Shipping",0,1,"XL","Silver"
1103,"Segment 3",3,0,"Cash",1,"Express",0,0,"M","Peach"
1104,"Segment 1",1,0,"Debit Card",0,"Free Shipping",1,0,"S","Charcoal"
1105,"Segment 3",3,0,"Bank Transfer",1,"Express",0,0,"M","Beige"
1106,"Segment 3",3,1,"Venmo",1,"Next Day Air",1,0,"S","Olive"
1107,"Segment 4",4,1,"Venmo",0,"Store Pickup",0,1,"L","Violet"
1108,"Segment 2",2,0,"Bank Transfer",0,"Store Pickup",0,0,"M","Peach"
1109,"Segment 3",3,0,"Cash",0,"Standard",0,0,"M","Teal"
1110,"Segment 4",4,1,"Venmo",1,"Next Day Air",0,1,"L","Violet"
1111,"Segment 3",3,0,"Cash",0,"Standard",0,1,"L","Cyan"
1112,"Segment 1",1,0,"Credit Card",1,"Next Day Air",1,0,"S","Olive"
1113,"Segment 4",4,1,"PayPal",0,"Free Shipping",0,1,"XL","Pink"
1114,"Segment 1",1,1,"PayPal",1,"Next Day Air",0,0,"M","Purple"
1115,"Segment 2",2,0,"Bank Transfer",1,"Next Day Air",0,1,"L","Violet"
1116,"Segment 1",1,0,"Cash",0,"2-Day Shipping",1,0,"S","Peach"
1117,"Segment 4",4,1,"PayPal",1,"Express",0,0,"M","Charcoal"
1118,"Segment 1",1,0,"Credit Card",0,"Store Pickup",0,1,"L","Lavender"
1119,"Segment 1",1,1,"PayPal",0,"Standard",0,0,"M","Purple"
1120,"Segment 3",3,0,"Credit Card",0,"Standard",0,0,"M","Indigo"
1121,"Segment 1",1,0,"Debit Card",1,"Next Day Air",0,0,"M","Magenta"
1122,"Segment 2",2,0,"Cash",1,"Express",0,1,"XL","Peach"
1123,"Segment 4",4,0,"Credit Card",0,"2-Day Shipping",1,0,"S","Charcoal"
1124,"Segment 3",3,0,"Cash",0,"Store Pickup",1,0,"S","Purple"
1125,"Segment 1",1,0,"Cash",1,"Express",0,0,"M","Orange"
1126,"Segment 3",3,0,"Bank Transfer",0,"2-Day Shipping",0,0,"M","Lavender"
1127,"Segment 3",3,1,"Venmo",0,"Standard",0,1,"L","Beige"
1128,"Segment 1",1,0,"Debit Card",0,"Store Pickup",0,1,"XL","Maroon"
1129,"Segment 2",2,0,"Debit Card",1,"Next Day Air",0,1,"L","Charcoal"
1130,"Segment 1",1,1,"Venmo",1,"Express",0,1,"XL","White"
1131,"Segment 2",2,1,"PayPal",0,"Standard",0,0,"M","Lavender"
1132,"Segment 4",4,0,"Bank Transfer",1,"Express",0,0,"M","Black"
1133,"Segment 4",4,0,"Cash",0,"Store Pickup",1,0,"S","Teal"
1134,"Segment 1",1,0,"Cash",0,"2-Day Shipping",0,1,"XL","Magenta"
1135,"Segment 4",4,1,"Venmo",1,"Express",0,0,"M","Brown"
1136,"Segment 4",4,0,"Bank Transfer",0,"2-Day Shipping",0,1,"L","Peach"
1137,"Segment 1",1,0,"Cash",0,"Free Shipping",1,0,"S","Cyan"
1138,"Segment 3",3,0,"Bank Transfer",0,"2-Day Shipping",0,1,"XL","Pink"
1139,"Segment 1",1,1,"Venmo",1,"Express",0,0,"M","Purple"
1140,"Segment 2",2,0,"Debit Card",0,"Standard",0,1,"L","Purple"
1141,"Segment 3",3,0,"Credit Card",0,"Store Pickup",0,0,"M","White"
1142,"Segment 1",1,1,"PayPal",1,"Next Day Air",1,0,"S","Silver"
1143,"Segment 4",4,1,"Venmo",0,"Store Pickup",0,1,"L","Green"
1144,"Segment 2",2,1,"PayPal",0,"Standard",0,1,"L","Teal"
1145,"Segment 1",1,0,"Bank Transfer",0,"2-Day Shipping",1,0,"S","Indigo"
1146,"Segment 3",3,0,"Cash",1,"Express",0,1,"L","Pink"
1147,"Segment 2",2,0,"Bank Transfer",0,"Standard",0,0,"M","Indigo"
1148,"Segment 2",2,0,"Debit Card",1,"Next Day Air",0,1,"XL","Red"
1149,"Segment 3",3,1,"PayPal",0,"Store Pickup",0,0,"M","Violet"
1150,"Segment 3",3,1,"Venmo",0,"Store Pickup",0,1,"L","Cyan"
1151,"Segment 3",3,1,"Venmo",1,"Next Day Air",1,0,"S","Red"
1152,"Segment 4",4,0,"Credit Card",1,"Express",0,0,"M","Gray"
1153,"Segment 2",2,1,"PayPal",0,"Standard",0,0,"M","Gold"
1154,"Segment 1",1,0,"Bank Transfer",0,"Free Shipping",0,0,"M","Pink"
1155,"Segment 3",3,0,"Credit Card",0,"2-Day Shipping",0,1,"L","Cyan"
1156,"Segment 2",2,1,"PayPal",1,"Express",1,0,"S","Red"
1157,"Segment 1",1,1,"Venmo",1,"Express",0,0,"M","Gold"
1158,"Segment 1",1,0,"Cash",0,"Standard",0,0,"M","Charcoal"
1159,"Segment 4",4,0,"Bank Transfer",0,"2-Day Shipping",0,1,"L","Orange"
1160,"Segment 2",2,1,"Venmo",0,"2-Day Shipping",0,1,"L","Blue"
1161,"Segment 3",3,1,"Venmo",1,"Next Day Air",1,0,"S","Blue"
1162,"Segment 2",2,1,"PayPal",0,"2-Day Shipping",1,0,"S","Orange"
1163,"Segment 4",4,1,"PayPal",1,"Express",0,0,"M","Blue"
1164,"Segment 3",3,0,"Debit Card",0,"2-Day Shipping",0,1,"L","White"
1165,"Segment 4",4,1,"PayPal",0,"Standard",0,0,"M","Green"
1166,"Segment 3",3,1,"Venmo",1,"Next Day Air",0,0,"M","Silver"
1167,"Segment 2",2,1,"Venmo",0,"Store Pickup",1,0,"S","Lavender"
1168,"Segment 4",4,1,"PayPal",0,"Free Shipping",0,1,"XL","Beige"
1169,"Segment 4",4,0,"Debit Card",0,"Standard",0,1,"L","Violet"
1170,"Segment 1",1,0,"Cash",0,"2-Day Shipping",1,0,"S","Gray"
1171,"Segment 2",2,0,"Cash",1,"Express",1,0,"S","Red"
1172,"Segment 1",1,0,"Debit Card",1,"Next Day Air",0,0,"M","Lavender"
1173,"Segment 4",4,0,"Bank Transfer",0,"Store Pickup",0,1,"L","Peach"
1174,"Segment 3",3,0,"Cash",1,"Express",0,0,"M","Indigo"
1175,"Segment 1",1,0,"Bank Transfer",1,"Express",0,0,"M","Black"
1176,"Segment 1",1,1,"PayPal",0,"Store Pickup",0,0,"M","Beige"
1177,"Segment 1",1,1,"PayPal",0,"Free Shipping",0,0,"M","Red"
1178,"Segment 2",2,0,"Debit Card",0,"Standard",0,0,"M","Black"
1179,"Segment 1",1,0,"Debit Card",1,"Express",0,0,"M","Teal"
1180,"Segment 3",3,0,"Bank Transfer",0,"Free Shipping",0,0,"M","Blue"
