"Customer ID","Segment","Cluster","Shops_Winter","Shops_Spring","Shops_Summer","Shops_Fall","Season"
556,"Segment 4",4,0,0,0,1,"Fall"
557,"Segment 1",1,1,0,0,0,"Winter"
558,"Segment 3",3,0,1,0,0,"Spring"
559,"Segment 4",4,0,0,0,1,"Fall"
560,"Segment 2",2,0,0,0,1,"Fall"
561,"Segment 3",3,0,0,0,1,"Fall"
562,"Segment 2",2,0,0,0,1,"Fall"
563,"Segment 2",2,0,0,1,0,"Summer"
564,"Segment 4",4,0,0,0,1,"Fall"
565,"Segment 2",2,1,0,0,0,"Winter"
566,"Segment 2",2,0,0,0,1,"Fall"
567,"Segment 4",4,0,1,0,0,"Spring"
568,"Segment 3",3,1,0,0,0,"Winter"
569,"Segment 4",4,0,0,1,0,"Summer"
570,"Segment 2",2,0,0,0,1,"Fall"
571,"Segment 4",4,0,0,0,1,"Fall"
572,"Segment 4",4,0,1,0,0,"Spring"
573,"Segment 4",4,0,0,1,0,"Summer"
574,"Segment 2",2,0,0,1,0,"Summer"
575,"Segment 4",4,0,0,0,1,"Fall"
576,"Segment 4",4,0,0,0,1,"Fall"
577,"Segment 1",1,1,0,0,0,"Winter"
578,"Segment 1",1,0,0,0,1,"Fall"
579,"Segment 4",4,0,0,0,1,"Fall"
580,"Segment 2",2,1,0,0,0,"Winter"
581,"Segment 4",4,0,1,0,0,"Spring"
582,"Segment 3",3,1,0,0,0,"Winter"
583,"Segment 1",1,0,1,0,0,"Spring"
584,"Segment 1",1,0,1,0,0,"Spring"
585,"Segment 4",4,0,1,0,0,"Spring"
586,"Segment 2",2,0,0,0,1,"Fall"
587,"Segment 1",1,1,0,0,0,"Winter"
588,"Segment 1",1,0,0,0,1,"Fall"
589,"Segment 3",3,0,0,0,1,"Fall"
590,"Segment 3",3,0,0,0,1,"Fall"
591,"Segment 2",2,0,0,0,1,"Fall"
592,"Segment 2",2,0,0,0,1,"Fall"
593,"Segment 2",2,0,0,0,1,"Fall"
594,"Segment 2",2,1,0,0,0,"Winter"
595,"Segment 3",3,1,0,0,0,"Winter"
596,"Segment 3",3,0,0,1,0,"Summer"
597,"Segment 1",1,0,0,1,0,"Summer"
598,"Segment 4",4,0,0,1,0,"Summer"
599,"Segment 3",3,1,0,0,0,"Winter"
600,"Segment 2",2,0,1,0,0,"Spring"
601,"Segment 1",1,0,1,0,0,"Spring"
602,"Segment 1",1,0,0,1,0,"Summer"
603,"Segment 1",1,0,0,1,0,"Summer"
604,"Segment 3",3,1,0,0,0,"Winter"
605,"Segment 4",4,0,0,0,1,"Fall"
606,"Segment 1",1,1,0,0,0,"Winter"
607,"Segment 1",1,0,1,0,0,"Spring"
608,"Segment 2",2,0,0,0,1,"Fall"
609,"Segment 2",2,0,0,0,1,"Fall"
610,"Segment 1",1,0,0,0,1,"Fall"
611,"Segment 3",3,0,0,1,0,"Summer"
612,"Segment 1",1,1,0,0,0,"Winter"
613,"Segment 2",2,0,0,0,1,"Fall"
614,"Segment 2",2,0,0,0,1,"Fall"
615,"Segment 4",4,1,0,0,0,"Winter"
616,"Segment 4",4,0,0,1,0,"Summer"
617,"Segment 1",1,0,1,0,0,"Spring"
618,"Segment 3",3,0,0,0,1,"Fall"
619,"Segment 4",4,0,1,0,0,"Spring"
620,"Segment 1",1,0,0,1,0,"Summer"
621,"Segment 3",3,0,0,0,1,"Fall"
622,"Segment 2",2,0,0,0,1,"Fall"
623,"Segment 4",4,0,1,0,0,"Spring"
624,"Segment 1",1,0,0,0,1,"Fall"
625,"Segment 4",4,0,0,0,1,"Fall"
626,"Segment 4",4,0,0,0,1,"Fall"
627,"Segment 1",1,0,1,0,0,"Spring"
628,"Segment 1",1,1,0,0,0,"Winter"
629,"Segment 4",4,0,0,0,1,"Fall"
630,"Segment 1",1,0,1,0,0,"Spring"
631,"Segment 4",4,0,0,0,1,"Fall"
632,"Segment 4",4,0,0,1,0,"Summer"
633,"Segment 1",1,1,0,0,0,"Winter"
634,"Segment 2",2,0,1,0,0,"Spring"
635,"Segment 1",1,0,0,1,0,"Summer"
636,"Segment 1",1,0,0,0,1,"Fall"
637,"Segment 2",2,0,0,1,0,"Summer"
638,"Segment 1",1,1,0,0,0,"Winter"
639,"Segment 2",2,0,0,1,0,"Summer"
640,"Segment 2",2,0,1,0,0,"Spring"
641,"Segment 4",4,0,0,1,0,"Summer"
642,"Segment 4",4,1,0,0,0,"Winter"
643,"Segment 2",2,0,1,0,0,"Spring"
644,"Segment 3",3,1,0,0,0,"Winter"
645,"Segment 4",4,0,0,1,0,"Summer"
646,"Segment 2",2,0,0,1,0,"Summer"
647,"Segment 1",1,0,1,0,0,"Spring"
648,"Segment 4",4,0,0,1,0,"Summer"
649,"Segment 1",1,1,0,0,0,"Winter"
650,"Segment 4",4,0,1,0,0,"Spring"
651,"Segment 1",1,0,1,0,0,"Spring"
652,"Segment 3",3,0,0,1,0,"Summer"
653,"Segment 2",2,1,0,0,0,"Winter"
654,"Segment 3",3,1,0,0,0,"Winter"
655,"Segment 1",1,0,0,1,0,"Summer"
656,"Segment 3",3,0,0,0,1,"Fall"
657,"Segment 2",2,0,0,1,0,"Summer"
658,"Segment 4",4,1,0,0,0,"Winter"
659,"Segment 2",2,0,0,0,1,"Fall"
660,"Segment 2",2,0,1,0,0,"Spring"
661,"Segment 4",4,0,0,0,1,"Fall"
662,"Segment 4",4,0,0,0,1,"Fall"
663,"Segment 3",3,0,0,0,1,"Fall"
664,"Segment 4",4,0,0,0,1,"Fall"
665,"Segment 4",4,1,0,0,0,"Winter"
666,"Segment 1",1,0,1,0,0,"Spring"
667,"Segment 2",2,1,0,0,0,"Winter"
668,"Segment 3",3,1,0,0,0,"Winter"
669,"Segment 3",3,0,0,0,1,"Fall"
670,"Segment 4",4,0,1,0,0,"Spring"
671,"Segment 2",2,0,1,0,0,"Spring"
672,"Segment 1",1,1,0,0,0,"Winter"
673,"Segment 2",2,1,0,0,0,"Winter"
674,"Segment 1",1,0,1,0,0,"Spring"
675,"Segment 1",1,1,0,0,0,"Winter"
676,"Segment 4",4,0,1,0,0,"Spring"
677,"Segment 3",3,1,0,0,0,"Winter"
678,"Segment 2",2,0,0,1,0,"Summer"
679,"Segment 3",3,0,0,0,1,"Fall"
680,"Segment 4",4,0,0,0,1,"Fall"
681,"Segment 2",2,0,1,0,0,"Spring"
682,"Segment 1",1,1,0,0,0,"Winter"
683,"Segment 1",1,0,0,1,0,"Summer"
684,"Segment 3",3,1,0,0,0,"Winter"
685,"Segment 4",4,0,0,1,0,"Summer"
686,"Segment 4",4,1,0,0,0,"Winter"
687,"Segment 2",2,0,0,0,1,"Fall"
688,"Segment 3",3,1,0,0,0,"Winter"
689,"Segment 1",1,0,0,1,0,"Summer"
690,"Segment 1",1,0,0,1,0,"Summer"
691,"Segment 1",1,0,1,0,0,"Spring"
692,"Segment 2",2,0,0,1,0,"Summer"
693,"Segment 4",4,0,1,0,0,"Spring"
694,"Segment 2",2,0,1,0,0,"Spring"
695,"Segment 2",2,0,0,0,1,"Fall"
696,"Segment 3",3,0,0,1,0,"Summer"
697,"Segment 2",2,0,0,0,1,"Fall"
698,"Segment 4",4,0,0,1,0,"Summer"
699,"Segment 2",2,1,0,0,0,"Winter"
700,"Segment 2",2,0,0,0,1,"Fall"
701,"Segment 4",4,1,0,0,0,"Winter"
702,"Segment 4",4,0,0,0,1,"Fall"
703,"Segment 3",3,1,0,0,0,"Winter"
704,"Segment 4",4,0,0,1,0,"Summer"
705,"Segment 3",3,0,1,0,0,"Spring"
706,"Segment 1",1,0,0,1,0,"Summer"
707,"Segment 1",1,0,0,1,0,"Summer"
708,"Segment 2",2,0,1,0,0,"Spring"
709,"Segment 3",3,0,0,1,0,"Summer"
710,"Segment 4",4,0,0,1,0,"Summer"
711,"Segment 1",1,0,1,0,0,"Spring"
712,"Segment 2",2,0,1,0,0,"Spring"
713,"Segment 4",4,0,0,1,0,"Summer"
714,"Segment 3",3,0,0,1,0,"Summer"
715,"Segment 1",1,0,0,0,1,"Fall"
716,"Segment 3",3,0,1,0,0,"Spring"
717,"Segment 1",1,0,1,0,0,"Spring"
718,"Segment 1",1,0,1,0,0,"Spring"
719,"Segment 1",1,0,0,1,0,"Summer"
720,"Segment 2",2,0,0,1,0,"Summer"
721,"Segment 3",3,0,0,0,1,"Fall"
722,"Segment 1",1,0,0,1,0,"Summer"
723,"Segment 1",1,0,0,1,0,"Summer"
724,"Segment 3",3,0,0,0,1,"Fall"
725,"Segment 1",1,0,0,0,1,"Fall"
726,"Segment 2",2,1,0,0,0,"Winter"
727,"Segment 3",3,0,0,1,0,"Summer"
728,"Segment 4",4,1,0,0,0,"Winter"
729,"Segment 3",3,1,0,0,0,"Winter"
730,"Segment 3",3,0,0,1,0,"Summer"
731,"Segment 2",2,0,0,1,0,"Summer"
732,"Segment 2",2,0,1,0,0,"Spring"
733,"Segment 3",3,0,1,0,0,"Spring"
734,"Segment 2",2,0,0,0,1,"Fall"
735,"Segment 2",2,1,0,0,0,"Winter"
736,"Segment 2",2,0,0,0,1,"Fall"
737,"Segment 3",3,0,1,0,0,"Spring"
738,"Segment 2",2,0,1,0,0,"Spring"
739,"Segment 2",2,1,0,0,0,"Winter"
740,"Segment 2",2,0,0,1,0,"Summer"
741,"Segment 3",3,0,0,1,0,"Summer"
742,"Segment 1",1,0,0,1,0,"Summer"
743,"Segment 2",2,0,0,1,0,"Summer"
744,"Segment 1",1,0,0,0,1,"Fall"
745,"Segment 4",4,0,1,0,0,"Spring"
746,"Segment 4",4,0,0,0,1,"Fall"
747,"Segment 3",3,1,0,0,0,"Winter"
748,"Segment 4",4,0,1,0,0,"Spring"
749,"Segment 1",1,0,0,0,1,"Fall"
750,"Segment 4",4,1,0,0,0,"Winter"
751,"Segment 3",3,0,0,0,1,"Fall"
752,"Segment 4",4,0,0,0,1,"Fall"
753,"Segment 4",4,0,0,0,1,"Fall"
754,"Segment 2",2,0,0,0,1,"Fall"
755,"Segment 3",3,0,1,0,0,"Spring"
756,"Segment 2",2,0,1,0,0,"Spring"
757,"Segment 4",4,0,0,1,0,"Summer"
758,"Segment 2",2,0,0,0,1,"Fall"
759,"Segment 4",4,0,0,1,0,"Summer"
760,"Segment 2",2,1,0,0,0,"Winter"
761,"Segment 3",3,0,0,0,1,"Fall"
762,"Segment 4",4,0,0,0,1,"Fall"
763,"Segment 2",2,0,0,0,1,"Fall"
764,"Segment 2",2,0,1,0,0,"Spring"
765,"Segment 2",2,0,0,0,1,"Fall"
766,"Segment 4",4,0,0,1,0,"Summer"
767,"Segment 2",2,1,0,0,0,"Winter"
768,"Segment 3",3,0,0,0,1,"Fall"
769,"Segment 4",4,0,1,0,0,"Spring"
770,"Segment 4",4,0,1,0,0,"Spring"
771,"Segment 3",3,0,1,0,0,"Spring"
772,"Segment 3",3,0,0,0,1,"Fall"
773,"Segment 1",1,0,0,0,1,"Fall"
774,"Segment 3",3,1,0,0,0,"Winter"
775,"Segment 2",2,0,0,1,0,"Summer"
776,"Segment 2",2,1,0,0,0,"Winter"
777,"Segment 1",1,0,1,0,0,"Spring"
778,"Segment 2",2,0,1,0,0,"Spring"
779,"Segment 3",3,0,0,1,0,"Summer"
780,"Segment 4",4,0,1,0,0,"Spring"
781,"Segment 2",2,0,1,0,0,"Spring"
782,"Segment 3",3,1,0,0,0,"Winter"
783,"Segment 1",1,0,0,1,0,"Summer"
784,"Segment 4",4,1,0,0,0,"Winter"
785,"Segment 3",3,1,0,0,0,"Winter"
786,"Segment 4",4,0,1,0,0,"Spring"
787,"Segment 2",2,1,0,0,0,"Winter"
788,"Segment 4",4,0,1,0,0,"Spring"
789,"Segment 2",2,0,0,1,0,"Summer"
790,"Segment 3",3,0,0,0,1,"Fall"
791,"Segment 1",1,0,0,1,0,"Summer"
792,"Segment 2",2,0,0,1,0,"Summer"
793,"Segment 1",1,0,1,0,0,"Spring"
794,"Segment 1",1,0,0,1,0,"Summer"
795,"Segment 2",2,1,0,0,0,"Winter"
796,"Segment 1",1,0,0,1,0,"Summer"
797,"Segment 4",4,0,0,0,1,"Fall"
798,"Segment 4",4,0,0,0,1,"Fall"
799,"Segment 1",1,0,1,0,0,"Spring"
800,"Segment 2",2,0,0,1,0,"Summer"
801,"Segment 3",3,0,0,1,0,"Summer"
802,"Segment 1",1,0,0,0,1,"Fall"
803,"Segment 3",3,1,0,0,0,"Winter"
804,"Segment 3",3,1,0,0,0,"Winter"
805,"Segment 3",3,0,0,1,0,"Summer"
806,"Segment 2",2,0,0,1,0,"Summer"
807,"Segment 2",2,0,0,1,0,"Summer"
808,"Segment 3",3,1,0,0,0,"Winter"
809,"Segment 4",4,0,0,0,1,"Fall"
810,"Segment 4",4,0,0,0,1,"Fall"
811,"Segment 4",4,0,0,0,1,"Fall"
812,"Segment 3",3,1,0,0,0,"Winter"
813,"Segment 2",2,0,0,1,0,"Summer"
814,"Segment 2",2,0,0,1,0,"Summer"
815,"Segment 1",1,1,0,0,0,"Winter"
816,"Segment 3",3,0,1,0,0,"Spring"
817,"Segment 1",1,0,0,1,0,"Summer"
818,"Segment 1",1,0,1,0,0,"Spring"
819,"Segment 4",4,1,0,0,0,"Winter"
820,"Segment 2",2,1,0,0,0,"Winter"
821,"Segment 2",2,0,1,0,0,"Spring"
822,"Segment 2",2,0,1,0,0,"Spring"
823,"Segment 3",3,1,0,0,0,"Winter"
824,"Segment 2",2,1,0,0,0,"Winter"
825,"Segment 4",4,0,1,0,0,"Spring"
826,"Segment 3",3,0,0,0,1,"Fall"
827,"Segment 4",4,1,0,0,0,"Winter"
828,"Segment 1",1,0,0,0,1,"Fall"
829,"Segment 1",1,0,0,0,1,"Fall"
830,"Segment 3",3,0,1,0,0,"Spring"
831,"Segment 1",1,0,0,0,1,"Fall"
832,"Segment 4",4,0,0,1,0,"Summer"
833,"Segment 3",3,0,0,0,1,"Fall"
834,"Segment 3",3,0,0,0,1,"Fall"
835,"Segment 4",4,0,0,1,0,"Summer"
836,"Segment 3",3,0,0,1,0,"Summer"
837,"Segment 1",1,1,0,0,0,"Winter"
838,"Segment 1",1,0,1,0,0,"Spring"
839,"Segment 1",1,0,1,0,0,"Spring"
840,"Segment 2",2,0,1,0,0,"Spring"
841,"Segment 2",2,0,0,1,0,"Summer"
842,"Segment 3",3,0,0,1,0,"Summer"
843,"Segment 4",4,0,1,0,0,"Spring"
844,"Segment 4",4,0,0,1,0,"Summer"
845,"Segment 2",2,1,0,0,0,"Winter"
846,"Segment 1",1,1,0,0,0,"Winter"
847,"Segment 4",4,0,1,0,0,"Spring"
848,"Segment 2",2,0,0,0,1,"Fall"
849,"Segment 4",4,0,0,0,1,"Fall"
850,"Segment 1",1,0,1,0,0,"Spring"
851,"Segment 2",2,1,0,0,0,"Winter"
852,"Segment 3",3,0,0,1,0,"Summer"
853,"Segment 1",1,0,1,0,0,"Spring"
854,"Segment 2",2,1,0,0,0,"Winter"
855,"Segment 1",1,0,1,0,0,"Spring"
856,"Segment 4",4,0,1,0,0,"Spring"
857,"Segment 2",2,0,0,1,0,"Summer"
858,"Segment 3",3,0,0,0,1,"Fall"
859,"Segment 3",3,0,0,0,1,"Fall"
860,"Segment 4",4,1,0,0,0,"Winter"
861,"Segment 1",1,0,1,0,0,"Spring"
862,"Segment 4",4,0,1,0,0,"Spring"
863,"Segment 1",1,1,0,0,0,"Winter"
864,"Segment 2",2,0,0,1,0,"Summer"
865,"Segment 2",2,1,0,0,0,"Winter"
866,"Segment 2",2,1,0,0,0,"Winter"
867,"Segment 2",2,0,0,1,0,"Summer"
868,"Segment 2",2,0,1,0,0,"Spring"
869,"Segment 3",3,0,0,1,0,"Summer"
870,"Segment 3",3,0,1,0,0,"Spring"
871,"Segment 2",2,0,0,0,1,"Fall"
872,"Segment 2",2,0,1,0,0,"Spring"
873,"Segment 2",2,0,1,0,0,"Spring"
874,"Segment 4",4,0,0,1,0,"Summer"
875,"Segment 1",1,0,0,0,1,"Fall"
876,"Segment 1",1,0,0,1,0,"Summer"
877,"Segment 1",1,0,0,1,0,"Summer"
878,"Segment 4",4,1,0,0,0,"Winter"
879,"Segment 1",1,0,0,1,0,"Summer"
880,"Segment 4",4,0,1,0,0,"Spring"
881,"Segment 3",3,0,1,0,0,"Spring"
882,"Segment 3",3,0,0,1,0,"Summer"
883,"Segment 2",2,0,0,0,1,"Fall"
884,"Segment 1",1,0,0,0,1,"Fall"
885,"Segment 4",4,1,0,0,0,"Winter"
886,"Segment 4",4,0,0,0,1,"Fall"
887,"Segment 1",1,0,0,1,0,"Summer"
888,"Segment 2",2,1,0,0,0,"Winter"
889,"Segment 4",4,0,1,0,0,"Spring"
890,"Segment 4",4,0,0,0,1,"Fall"
891,"Segment 2",2,0,1,0,0,"Spring"
892,"Segment 1",1,0,0,1,0,"Summer"
893,"Segment 3",3,0,0,1,0,"Summer"
894,"Segment 1",1,0,1,0,0,"Spring"
895,"Segment 1",1,0,1,0,0,"Spring"
896,"Segment 1",1,0,1,0,0,"Spring"
897,"Segment 2",2,0,1,0,0,"Spring"
898,"Segment 3",3,0,1,0,0,"Spring"
899,"Segment 4",4,0,1,0,0,"Spring"
900,"Segment 2",2,0,0,1,0,"Summer"
901,"Segment 4",4,0,0,0,1,"Fall"
902,"Segment 4",4,0,0,1,0,"Summer"
903,"Segment 3",3,0,0,1,0,"Summer"
904,"Segment 2",2,1,0,0,0,"Winter"
905,"Segment 4",4,0,1,0,0,"Spring"
906,"Segment 3",3,0,1,0,0,"Spring"
907,"Segment 1",1,0,1,0,0,"Spring"
908,"Segment 1",1,1,0,0,0,"Winter"
909,"Segment 3",3,1,0,0,0,"Winter"
910,"Segment 2",2,0,0,0,1,"Fall"
911,"Segment 2",2,0,1,0,0,"Spring"
912,"Segment 3",3,1,0,0,0,"Winter"
913,"Segment 3",3,1,0,0,0,"Winter"
914,"Segment 3",3,0,0,0,1,"Fall"
915,"Segment 1",1,0,0,1,0,"Summer"
916,"Segment 2",2,1,0,0,0,"Winter"
917,"Segment 2",2,0,1,0,0,"Spring"
918,"Segment 4",4,0,1,0,0,"Spring"
919,"Segment 2",2,0,1,0,0,"Spring"
920,"Segment 3",3,1,0,0,0,"Winter"
921,"Segment 1",1,0,0,1,0,"Summer"
922,"Segment 2",2,0,0,1,0,"Summer"
923,"Segment 4",4,0,0,0,1,"Fall"
924,"Segment 2",2,0,1,0,0,"Spring"
925,"Segment 4",4,1,0,0,0,"Winter"
926,"Segment 1",1,1,0,0,0,"Winter"
927,"Segment 4",4,0,1,0,0,"Spring"
928,"Segment 1",1,0,0,1,0,"Summer"
929,"Segment 2",2,1,0,0,0,"Winter"
930,"Segment 4",4,0,0,0,1,"Fall"
931,"Segment 1",1,0,0,0,1,"Fall"
932,"Segment 1",1,1,0,0,0,"Winter"
933,"Segment 2",2,1,0,0,0,"Winter"
934,"Segment 4",4,0,1,0,0,"Spring"
935,"Segment 2",2,0,1,0,0,"Spring"
936,"Segment 2",2,0,0,0,1,"Fall"
937,"Segment 3",3,0,0,1,0,"Summer"
938,"Segment 3",3,0,0,1,0,"Summer"
939,"Segment 1",1,0,0,0,1,"Fall"
940,"Segment 1",1,1,0,0,0,"Winter"
941,"Segment 2",2,0,1,0,0,"Spring"
942,"Segment 1",1,1,0,0,0,"Winter"
943,"Segment 3",3,1,0,0,0,"Winter"
944,"Segment 1",1,1,0,0,0,"Winter"
945,"Segment 4",4,0,1,0,0,"Spring"
946,"Segment 1",1,0,0,1,0,"Summer"
947,"Segment 2",2,0,1,0,0,"Spring"
948,"Segment 2",2,1,0,0,0,"Winter"
949,"Segment 4",4,0,0,1,0,"Summer"
950,"Segment 2",2,0,0,1,0,"Summer"
951,"Segment 2",2,1,0,0,0,"Winter"
952,"Segment 2",2,0,0,1,0,"Summer"
953,"Segment 3",3,0,0,0,1,"Fall"
954,"Segment 2",2,0,1,0,0,"Spring"
955,"Segment 4",4,0,0,0,1,"Fall"
956,"Segment 4",4,0,0,1,0,"Summer"
957,"Segment 3",3,0,1,0,0,"Spring"
958,"Segment 1",1,0,1,0,0,"Spring"
959,"Segment 2",2,1,0,0,0,"Winter"
960,"Segment 3",3,0,1,0,0,"Spring"
961,"Segment 1",1,0,1,0,0,"Spring"
962,"Segment 4",4,0,0,0,1,"Fall"
963,"Segment 1",1,0,1,0,0,"Spring"
964,"Segment 3",3,0,1,0,0,"Spring"
965,"Segment 3",3,0,1,0,0,"Spring"
966,"Segment 1",1,0,1,0,0,"Spring"
967,"Segment 4",4,0,1,0,0,"Spring"
968,"Segment 1",1,0,0,1,0,"Summer"
969,"Segment 2",2,0,0,1,0,"Summer"
970,"Segment 2",2,0,0,0,1,"Fall"
971,"Segment 1",1,1,0,0,0,"Winter"
972,"Segment 1",1,0,0,1,0,"Summer"
973,"Segment 2",2,1,0,0,0,"Winter"
974,"Segment 4",4,0,0,0,1,"Fall"
975,"Segment 4",4,0,1,0,0,"Spring"
976,"Segment 2",2,0,0,1,0,"Summer"
977,"Segment 4",4,0,0,0,1,"Fall"
978,"Segment 1",1,0,1,0,0,"Spring"
979,"Segment 2",2,0,0,1,0,"Summer"
980,"Segment 2",2,0,0,0,1,"Fall"
981,"Segment 4",4,0,1,0,0,"Spring"
982,"Segment 1",1,0,1,0,0,"Spring"
983,"Segment 3",3,0,0,1,0,"Summer"
984,"Segment 3",3,1,0,0,0,"Winter"
985,"Segment 3",3,0,0,1,0,"Summer"
986,"Segment 1",1,0,0,0,1,"Fall"
987,"Segment 4",4,0,1,0,0,"Spring"
988,"Segment 2",2,0,0,1,0,"Summer"
989,"Segment 4",4,1,0,0,0,"Winter"
990,"Segment 2",2,0,1,0,0,"Spring"
991,"Segment 1",1,0,1,0,0,"Spring"
992,"Segment 3",3,0,1,0,0,"Spring"
993,"Segment 4",4,1,0,0,0,"Winter"
994,"Segment 4",4,1,0,0,0,"Winter"
995,"Segment 2",2,0,0,0,1,"Fall"
996,"Segment 3",3,0,1,0,0,"Spring"
997,"Segment 1",1,0,0,1,0,"Summer"
998,"Segment 2",2,0,1,0,0,"Spring"
999,"Segment 4",4,0,1,0,0,"Spring"
1000,"Segment 2",2,0,1,0,0,"Spring"
1001,"Segment 1",1,1,0,0,0,"Winter"
1002,"Segment 2",2,0,0,0,1,"Fall"
1003,"Segment 2",2,0,1,0,0,"Spring"
1004,"Segment 4",4,0,0,0,1,"Fall"
1005,"Segment 1",1,0,0,1,0,"Summer"
1006,"Segment 4",4,1,0,0,0,"Winter"
1007,"Segment 1",1,0,0,1,0,"Summer"
1008,"Segment 4",4,0,1,0,0,"Spring"
1009,"Segment 3",3,0,1,0,0,"Spring"
1010,"Segment 2",2,0,0,1,0,"Summer"
1011,"Segment 2",2,0,1,0,0,"Spring"
1012,"Segment 2",2,0,1,0,0,"Spring"
1013,"Segment 1",1,0,0,1,0,"Summer"
1014,"Segment 4",4,0,0,1,0,"Summer"
1015,"Segment 3",3,0,0,1,0,"Summer"
1016,"Segment 2",2,0,0,1,0,"Summer"
1017,"Segment 3",3,0,0,1,0,"Summer"
1018,"Segment 3",3,0,0,0,1,"Fall"
1019,"Segment 4",4,0,1,0,0,"Spring"
1020,"Segment 3",3,1,0,0,0,"Winter"
1021,"Segment 1",1,0,0,0,1,"Fall"
1022,"Segment 1",1,1,0,0,0,"Winter"
1023,"Segment 2",2,1,0,0,0,"Winter"
1024,"Segment 4",4,1,0,0,0,"Winter"
1025,"Segment 3",3,0,0,1,0,"Summer"
1026,"Segment 4",4,1,0,0,0,"Winter"
1027,"Segment 4",4,1,0,0,0,"Winter"
1028,"Segment 3",3,0,0,1,0,"Summer"
1029,"Segment 2",2,0,0,1,0,"Summer"
1030,"Segment 1",1,0,1,0,0,"Spring"
1031,"Segment 4",4,1,0,0,0,"Winter"
1032,"Segment 3",3,0,1,0,0,"Spring"
1033,"Segment 2",2,0,0,0,1,"Fall"
1034,"Segment 1",1,0,1,0,0,"Spring"
1035,"Segment 2",2,0,0,0,1,"Fall"
1036,"Segment 4",4,0,0,0,1,"Fall"
1037,"Segment 2",2,0,0,0,1,"Fall"
1038,"Segment 2",2,0,1,0,0,"Spring"
1039,"Segment 3",3,0,0,0,1,"Fall"
1040,"Segment 1",1,0,0,0,1,"Fall"
1041,"Segment 2",2,0,0,0,1,"Fall"
1042,"Segment 1",1,0,0,1,0,"Summer"
1043,"Segment 4",4,0,1,0,0,"Spring"
1044,"Segment 3",3,0,1,0,0,"Spring"
1045,"Segment 1",1,0,0,1,0,"Summer"
1046,"Segment 4",4,0,0,0,1,"Fall"
1047,"Segment 1",1,1,0,0,0,"Winter"
1048,"Segment 1",1,0,0,0,1,"Fall"
1049,"Segment 3",3,0,0,0,1,"Fall"
1050,"Segment 2",2,0,0,0,1,"Fall"
1051,"Segment 4",4,1,0,0,0,"Winter"
1052,"Segment 3",3,0,0,0,1,"Fall"
1053,"Segment 2",2,0,0,0,1,"Fall"
1054,"Segment 4",4,0,1,0,0,"Spring"
1055,"Segment 1",1,1,0,0,0,"Winter"
1056,"Segment 2",2,0,1,0,0,"Spring"
1057,"Segment 3",3,1,0,0,0,"Winter"
1058,"Segment 2",2,0,1,0,0,"Spring"
1059,"Segment 3",3,0,0,1,0,"Summer"
1060,"Segment 3",3,1,0,0,0,"Winter"
1061,"Segment 3",3,0,0,1,0,"Summer"
1062,"Segment 1",1,0,0,1,0,"Summer"
1063,"Segment 3",3,0,0,0,1,"Fall"
1064,"Segment 2",2,0,0,1,0,"Summer"
1065,"Segment 2",2,0,1,0,0,"Spring"
1066,"Segment 2",2,0,1,0,0,"Spring"
1067,"Segment 4",4,1,0,0,0,"Winter"
1068,"Segment 3",3,0,0,1,0,"Summer"
1069,"Segment 4",4,0,0,0,1,"Fall"
1070,"Segment 1",1,0,0,0,1,"Fall"
1071,"Segment 4",4,0,0,1,0,"Summer"
1072,"Segment 4",4,0,0,1,0,"Summer"
1073,"Segment 4",4,0,0,0,1,"Fall"
1074,"Segment 1",1,0,1,0,0,"Spring"
1075,"Segment 3",3,0,0,0,1,"Fall"
1076,"Segment 1",1,0,0,1,0,"Summer"
1077,"Segment 3",3,0,1,0,0,"Spring"
1078,"Segment 2",2,1,0,0,0,"Winter"
1079,"Segment 1",1,0,0,0,1,"Fall"
1080,"Segment 1",1,0,0,1,0,"Summer"
1081,"Segment 2",2,0,0,0,1,"Fall"
1082,"Segment 2",2,0,1,0,0,"Spring"
1083,"Segment 3",3,1,0,0,0,"Winter"
1084,"Segment 3",3,0,0,1,0,"Summer"
1085,"Segment 1",1,0,0,0,1,"Fall"
1086,"Segment 3",3,1,0,0,0,"Winter"
1087,"Segment 2",2,1,0,0,0,"Winter"
1088,"Segment 3",3,1,0,0,0,"Winter"
1089,"Segment 2",2,1,0,0,0,"Winter"
1090,"Segment 1",1,0,1,0,0,"Spring"
1091,"Segment 1",1,0,1,0,0,"Spring"
1092,"Segment 1",1,0,1,0,0,"Spring"
1093,"Segment 2",2,0,1,0,0,"Spring"
1094,"Segment 2",2,1,0,0,0,"Winter"
1095,"Segment 1",1,1,0,0,0,"Winter"
1096,"Segment 3",3,0,0,1,0,"Summer"
1097,"Segment 2",2,0,0,0,1,"Fall"
1098,"Segment 2",2,0,0,1,0,"Summer"
1099,"Segment 4",4,0,1,0,0,"Spring"
1100,"Segment 3",3,0,0,0,1,"Fall"
1101,"Segment 2",2,0,1,0,0,"Spring"
1102,"Segment 3",3,0,0,0,1,"Fall"
1103,"Segment 3",3,0,0,0,1,"Fall"
1104,"Segment 1",1,0,1,0,0,"Spring"
1105,"Segment 3",3,0,0,0,1,"Fall"
1106,"Segment 3",3,0,1,0,0,"Spring"
1107,"Segment 4",4,1,0,0,0,"Winter"
1108,"Segment 2",2,0,0,0,1,"Fall"
