"Customer ID","Segment","Cluster","Purchase_Frequency_Num","Frequency of Purchases","Discount_Sensitivity","Discount Applied","Promo Code Used","Subscription Status","Review Rating"
979,"Segment 2",2,52,"Weekly",2,1,1,"Yes",2.5
980,"Segment 2",2,12,"Monthly",2,1,1,"Yes",3.5
981,"Segment 4",4,NA,"Every 3 Months",2,1,1,"Yes",4
982,"Segment 1",1,4,"Quarterly",2,1,1,"Yes",3.5
983,"Segment 3",3,12,"Monthly",2,1,1,"Yes",3.2
984,"Segment 3",3,NA,"Bi-Weekly",2,1,1,"Yes",3.5
985,"Segment 3",3,NA,"Bi-Weekly",2,1,1,"Yes",3.4
986,"Segment 1",1,1,"Annually",2,1,1,"Yes",5
987,"Segment 4",4,12,"Monthly",2,1,1,"Yes",4.5
988,"Segment 2",2,52,"Weekly",2,1,1,"Yes",2.8
989,"Segment 4",4,26,"Fortnightly",2,1,1,"Yes",4.9
990,"Segment 2",2,12,"Monthly",2,1,1,"Yes",3.1
991,"Segment 1",1,52,"Weekly",2,1,1,"Yes",4.8
992,"Segment 3",3,NA,"Bi-Weekly",2,1,1,"Yes",2.7
993,"Segment 4",4,52,"Weekly",2,1,1,"Yes",4.6
994,"Segment 4",4,52,"Weekly",2,1,1,"Yes",4.4
995,"Segment 2",2,12,"Monthly",2,1,1,"Yes",3.2
996,"Segment 3",3,52,"Weekly",2,1,1,"Yes",3
997,"Segment 1",1,4,"Quarterly",2,1,1,"Yes",4.9
998,"Segment 2",2,26,"Fortnightly",2,1,1,"Yes",3.6
999,"Segment 4",4,NA,"Bi-Weekly",2,1,1,"Yes",3.8
1000,"Segment 2",2,12,"Monthly",2,1,1,"Yes",2.9
1001,"Segment 1",1,NA,"Bi-Weekly",2,1,1,"Yes",3.9
1002,"Segment 2",2,26,"Fortnightly",2,1,1,"Yes",3.6
1003,"Segment 2",2,NA,"Bi-Weekly",2,1,1,"Yes",3.5
1004,"Segment 4",4,NA,"Bi-Weekly",2,1,1,"Yes",4
1005,"Segment 1",1,1,"Annually",2,1,1,"Yes",4.8
1006,"Segment 4",4,NA,"Bi-Weekly",2,1,1,"Yes",3.9
1007,"Segment 1",1,4,"Quarterly",2,1,1,"Yes",4.5
1008,"Segment 4",4,1,"Annually",2,1,1,"Yes",4.8
1009,"Segment 3",3,1,"Annually",2,1,1,"Yes",2.6
1010,"Segment 2",2,1,"Annually",2,1,1,"Yes",3.1
1011,"Segment 2",2,26,"Fortnightly",2,1,1,"Yes",4.7
1012,"Segment 2",2,26,"Fortnightly",2,1,1,"Yes",2.9
1013,"Segment 1",1,1,"Annually",2,1,1,"Yes",3.8
1014,"Segment 4",4,NA,"Bi-Weekly",2,1,1,"Yes",3.8
1015,"Segment 3",3,26,"Fortnightly",2,1,1,"Yes",3
1016,"Segment 2",2,52,"Weekly",2,1,1,"Yes",4.1
1017,"Segment 3",3,NA,"Every 3 Months",2,1,1,"Yes",3.4
1018,"Segment 3",3,1,"Annually",2,1,1,"Yes",2.5
1019,"Segment 4",4,52,"Weekly",2,1,1,"Yes",4.9
1020,"Segment 3",3,NA,"Bi-Weekly",2,1,1,"Yes",2.8
1021,"Segment 1",1,1,"Annually",2,1,1,"Yes",4.5
1022,"Segment 1",1,52,"Weekly",2,1,1,"Yes",4.9
1023,"Segment 2",2,1,"Annually",2,1,1,"Yes",4.9
1024,"Segment 4",4,NA,"Every 3 Months",2,1,1,"Yes",3.5
1025,"Segment 3",3,4,"Quarterly",2,1,1,"Yes",3.5
1026,"Segment 4",4,1,"Annually",2,1,1,"Yes",4.9
1027,"Segment 4",4,NA,"Bi-Weekly",2,1,1,"Yes",3
1028,"Segment 3",3,12,"Monthly",2,1,1,"Yes",2.8
1029,"Segment 2",2,26,"Fortnightly",2,1,1,"Yes",3.7
1030,"Segment 1",1,NA,"Bi-Weekly",2,1,1,"Yes",3.6
1031,"Segment 4",4,4,"Quarterly",2,1,1,"Yes",3.3
1032,"Segment 3",3,4,"Quarterly",2,1,1,"Yes",3.4
1033,"Segment 2",2,4,"Quarterly",2,1,1,"Yes",4
1034,"Segment 1",1,4,"Quarterly",2,1,1,"Yes",4.6
1035,"Segment 2",2,52,"Weekly",2,1,1,"Yes",4.2
1036,"Segment 4",4,1,"Annually",2,1,1,"Yes",2.8
1037,"Segment 2",2,12,"Monthly",2,1,1,"Yes",3.7
1038,"Segment 2",2,4,"Quarterly",2,1,1,"Yes",3.4
1039,"Segment 3",3,52,"Weekly",2,1,1,"Yes",3
1040,"Segment 1",1,12,"Monthly",2,1,1,"Yes",4.8
1041,"Segment 2",2,26,"Fortnightly",2,1,1,"Yes",4
1042,"Segment 1",1,26,"Fortnightly",2,1,1,"Yes",4.9
1043,"Segment 4",4,52,"Weekly",2,1,1,"Yes",4.9
1044,"Segment 3",3,26,"Fortnightly",2,1,1,"Yes",3.3
1045,"Segment 1",1,NA,"Every 3 Months",2,1,1,"Yes",4.4
1046,"Segment 4",4,NA,"Bi-Weekly",2,1,1,"Yes",3.5
1047,"Segment 1",1,1,"Annually",2,1,1,"Yes",4.2
1048,"Segment 1",1,26,"Fortnightly",2,1,1,"Yes",4.2
1049,"Segment 3",3,26,"Fortnightly",2,1,1,"Yes",2.7
1050,"Segment 2",2,4,"Quarterly",2,1,1,"Yes",2.8
1051,"Segment 4",4,12,"Monthly",2,1,1,"Yes",3.8
1052,"Segment 3",3,1,"Annually",2,1,1,"Yes",2.6
1053,"Segment 2",2,26,"Fortnightly",2,1,1,"Yes",3
1054,"Segment 4",4,NA,"Bi-Weekly",2,1,1,"No",3.3
1055,"Segment 1",1,4,"Quarterly",2,1,1,"No",4.9
1056,"Segment 2",2,1,"Annually",2,1,1,"No",3.3
1057,"Segment 3",3,26,"Fortnightly",2,1,1,"No",2.9
1058,"Segment 2",2,52,"Weekly",2,1,1,"No",4.4
1059,"Segment 3",3,NA,"Every 3 Months",2,1,1,"No",3.1
1060,"Segment 3",3,12,"Monthly",2,1,1,"No",2.5
1061,"Segment 3",3,NA,"Every 3 Months",2,1,1,"No",2.6
1062,"Segment 1",1,NA,"Every 3 Months",2,1,1,"No",4.4
1063,"Segment 3",3,NA,"Every 3 Months",2,1,1,"No",2.6
1064,"Segment 2",2,12,"Monthly",2,1,1,"No",3.3
1065,"Segment 2",2,NA,"Every 3 Months",2,1,1,"No",3.5
1066,"Segment 2",2,NA,"Every 3 Months",2,1,1,"No",4.1
1067,"Segment 4",4,NA,"Bi-Weekly",2,1,1,"No",4
1068,"Segment 3",3,4,"Quarterly",2,1,1,"No",2.7
1069,"Segment 4",4,52,"Weekly",2,1,1,"No",2.5
1070,"Segment 1",1,NA,"Every 3 Months",2,1,1,"No",4.3
1071,"Segment 4",4,52,"Weekly",2,1,1,"No",3.3
1072,"Segment 4",4,12,"Monthly",2,1,1,"No",2.6
1073,"Segment 4",4,26,"Fortnightly",2,1,1,"No",3.5
1074,"Segment 1",1,12,"Monthly",2,1,1,"No",4
1075,"Segment 3",3,26,"Fortnightly",2,1,1,"No",2.6
1076,"Segment 1",1,NA,"Bi-Weekly",2,1,1,"No",4.9
1077,"Segment 3",3,NA,"Bi-Weekly",2,1,1,"No",2.9
1078,"Segment 2",2,4,"Quarterly",2,1,1,"No",3.7
1079,"Segment 1",1,26,"Fortnightly",2,1,1,"No",4.4
1080,"Segment 1",1,12,"Monthly",2,1,1,"No",4.4
1081,"Segment 2",2,NA,"Every 3 Months",2,1,1,"No",3.8
1082,"Segment 2",2,1,"Annually",2,1,1,"No",4.5
1083,"Segment 3",3,4,"Quarterly",2,1,1,"No",2.6
1084,"Segment 3",3,52,"Weekly",2,1,1,"No",3.3
1085,"Segment 1",1,4,"Quarterly",2,1,1,"No",4.1
1086,"Segment 3",3,26,"Fortnightly",2,1,1,"No",3
1087,"Segment 2",2,NA,"Bi-Weekly",2,1,1,"No",3
1088,"Segment 3",3,12,"Monthly",2,1,1,"No",3.4
1089,"Segment 2",2,52,"Weekly",2,1,1,"No",2.7
1090,"Segment 1",1,NA,"Bi-Weekly",2,1,1,"No",3.8
1091,"Segment 1",1,26,"Fortnightly",2,1,1,"No",4.2
1092,"Segment 1",1,26,"Fortnightly",2,1,1,"No",4.7
1093,"Segment 2",2,4,"Quarterly",2,1,1,"No",4.1
1094,"Segment 2",2,NA,"Every 3 Months",2,1,1,"No",4.2
1095,"Segment 1",1,4,"Quarterly",2,1,1,"No",4.8
1096,"Segment 3",3,4,"Quarterly",2,1,1,"No",3
1097,"Segment 2",2,1,"Annually",2,1,1,"No",2.6
1098,"Segment 2",2,52,"Weekly",2,1,1,"No",3.2
1099,"Segment 4",4,52,"Weekly",2,1,1,"No",3.6
1100,"Segment 3",3,26,"Fortnightly",2,1,1,"No",2.6
1101,"Segment 2",2,52,"Weekly",2,1,1,"No",4.4
1102,"Segment 3",3,26,"Fortnightly",2,1,1,"No",3
1103,"Segment 3",3,26,"Fortnightly",2,1,1,"No",2.9
1104,"Segment 1",1,NA,"Bi-Weekly",2,1,1,"No",4.3
1105,"Segment 3",3,4,"Quarterly",2,1,1,"No",3.1
1106,"Segment 3",3,NA,"Every 3 Months",2,1,1,"No",3
1107,"Segment 4",4,26,"Fortnightly",2,1,1,"No",3.6
1108,"Segment 2",2,52,"Weekly",2,1,1,"No",2.8
1109,"Segment 3",3,26,"Fortnightly",2,1,1,"No",2.8
1110,"Segment 4",4,52,"Weekly",2,1,1,"No",4.9
1111,"Segment 3",3,NA,"Bi-Weekly",2,1,1,"No",3
1112,"Segment 1",1,NA,"Bi-Weekly",2,1,1,"No",4.1
1113,"Segment 4",4,4,"Quarterly",2,1,1,"No",4.6
1114,"Segment 1",1,NA,"Bi-Weekly",2,1,1,"No",4.8
1115,"Segment 2",2,NA,"Every 3 Months",2,1,1,"No",2.6
1116,"Segment 1",1,52,"Weekly",2,1,1,"No",4
1117,"Segment 4",4,26,"Fortnightly",2,1,1,"No",4.2
1118,"Segment 1",1,12,"Monthly",2,1,1,"No",4.5
1119,"Segment 1",1,NA,"Every 3 Months",2,1,1,"No",4.9
1120,"Segment 3",3,52,"Weekly",2,1,1,"No",3.1
1121,"Segment 1",1,12,"Monthly",2,1,1,"No",4
1122,"Segment 2",2,4,"Quarterly",2,1,1,"No",3.2
1123,"Segment 4",4,1,"Annually",2,1,1,"No",4.3
1124,"Segment 3",3,12,"Monthly",2,1,1,"No",2.5
1125,"Segment 1",1,4,"Quarterly",2,1,1,"No",4.9
1126,"Segment 3",3,52,"Weekly",2,1,1,"No",2.7
1127,"Segment 3",3,26,"Fortnightly",2,1,1,"No",3.4
1128,"Segment 1",1,12,"Monthly",2,1,1,"No",4.8
1129,"Segment 2",2,12,"Monthly",2,1,1,"No",4.7
1130,"Segment 1",1,26,"Fortnightly",2,1,1,"No",4.7
1131,"Segment 2",2,NA,"Bi-Weekly",2,1,1,"No",3.9
1132,"Segment 4",4,12,"Monthly",2,1,1,"No",3.7
1133,"Segment 4",4,26,"Fortnightly",2,1,1,"No",4.3
1134,"Segment 1",1,52,"Weekly",2,1,1,"No",4.1
1135,"Segment 4",4,NA,"Every 3 Months",2,1,1,"No",4.6
1136,"Segment 4",4,4,"Quarterly",2,1,1,"No",3.6
1137,"Segment 1",1,12,"Monthly",2,1,1,"No",4.8
1138,"Segment 3",3,NA,"Every 3 Months",2,1,1,"No",2.8
1139,"Segment 1",1,26,"Fortnightly",2,1,1,"No",4.7
1140,"Segment 2",2,NA,"Bi-Weekly",2,1,1,"No",3.9
1141,"Segment 3",3,NA,"Every 3 Months",2,1,1,"No",2.6
1142,"Segment 1",1,26,"Fortnightly",2,1,1,"No",4.7
1143,"Segment 4",4,NA,"Bi-Weekly",2,1,1,"No",3.5
1144,"Segment 2",2,4,"Quarterly",2,1,1,"No",4.4
1145,"Segment 1",1,26,"Fortnightly",2,1,1,"No",4.4
1146,"Segment 3",3,NA,"Every 3 Months",2,1,1,"No",3
1147,"Segment 2",2,NA,"Every 3 Months",2,1,1,"No",4.2
1148,"Segment 2",2,1,"Annually",2,1,1,"No",4.3
1149,"Segment 3",3,26,"Fortnightly",2,1,1,"No",2.6
1150,"Segment 3",3,1,"Annually",2,1,1,"No",3.3
1151,"Segment 3",3,NA,"Bi-Weekly",2,1,1,"No",2.7
1152,"Segment 4",4,52,"Weekly",2,1,1,"No",4.2
1153,"Segment 2",2,NA,"Every 3 Months",2,1,1,"No",4
1154,"Segment 1",1,4,"Quarterly",2,1,1,"No",4
1155,"Segment 3",3,NA,"Bi-Weekly",2,1,1,"No",2.9
1156,"Segment 2",2,4,"Quarterly",2,1,1,"No",2.6
1157,"Segment 1",1,NA,"Every 3 Months",2,1,1,"No",4.8
1158,"Segment 1",1,4,"Quarterly",2,1,1,"No",4.4
1159,"Segment 4",4,1,"Annually",2,1,1,"No",4
1160,"Segment 2",2,NA,"Every 3 Months",2,1,1,"No",3.6
1161,"Segment 3",3,NA,"Bi-Weekly",2,1,1,"No",3.2
1162,"Segment 2",2,12,"Monthly",2,1,1,"No",3.1
1163,"Segment 4",4,52,"Weekly",2,1,1,"No",4.2
1164,"Segment 3",3,12,"Monthly",2,1,1,"No",3
1165,"Segment 4",4,4,"Quarterly",2,1,1,"No",4.2
1166,"Segment 3",3,NA,"Every 3 Months",2,1,1,"No",2.9
1167,"Segment 2",2,26,"Fortnightly",2,1,1,"No",3.7
1168,"Segment 4",4,4,"Quarterly",2,1,1,"No",3.6
1169,"Segment 4",4,26,"Fortnightly",2,1,1,"No",3.6
1170,"Segment 1",1,1,"Annually",2,1,1,"No",4.5
1171,"Segment 2",2,NA,"Bi-Weekly",2,1,1,"No",3.2
1172,"Segment 1",1,1,"Annually",2,1,1,"No",3.9
1173,"Segment 4",4,NA,"Bi-Weekly",2,1,1,"No",4.6
1174,"Segment 3",3,NA,"Bi-Weekly",2,1,1,"No",2.5
1175,"Segment 1",1,NA,"Bi-Weekly",2,1,1,"No",4.3
1176,"Segment 1",1,4,"Quarterly",2,1,1,"No",4.1
1177,"Segment 1",1,4,"Quarterly",2,1,1,"No",4.6
1178,"Segment 2",2,12,"Monthly",2,1,1,"No",4.8
1179,"Segment 1",1,1,"Annually",2,1,1,"No",4.9
1180,"Segment 3",3,1,"Annually",2,1,1,"No",2.8
1181,"Segment 1",1,12,"Monthly",2,1,1,"No",4.9
1182,"Segment 4",4,4,"Quarterly",2,1,1,"No",3.5
1183,"Segment 2",2,4,"Quarterly",2,1,1,"No",3.8
1184,"Segment 1",1,52,"Weekly",2,1,1,"No",4.5
1185,"Segment 4",4,1,"Annually",2,1,1,"No",3.4
1186,"Segment 4",4,12,"Monthly",2,1,1,"No",3.9
1187,"Segment 4",4,1,"Annually",2,1,1,"No",4.1
1188,"Segment 4",4,NA,"Every 3 Months",2,1,1,"No",3
1189,"Segment 2",2,52,"Weekly",2,1,1,"No",3.3
1190,"Segment 4",4,1,"Annually",2,1,1,"No",4.9
1191,"Segment 2",2,52,"Weekly",2,1,1,"No",4.3
1192,"Segment 1",1,4,"Quarterly",2,1,1,"No",4.1
1193,"Segment 2",2,4,"Quarterly",2,1,1,"No",4
1194,"Segment 1",1,26,"Fortnightly",2,1,1,"No",5
1195,"Segment 2",2,26,"Fortnightly",2,1,1,"No",3.1
1196,"Segment 1",1,12,"Monthly",2,1,1,"No",4
1197,"Segment 3",3,NA,"Bi-Weekly",2,1,1,"No",3.2
1198,"Segment 4",4,1,"Annually",2,1,1,"No",3.9
1199,"Segment 1",1,1,"Annually",2,1,1,"No",3.9
1200,"Segment 4",4,52,"Weekly",2,1,1,"No",4.5
1201,"Segment 1",1,52,"Weekly",2,1,1,"No",4.4
1202,"Segment 3",3,26,"Fortnightly",2,1,1,"No",3.1
1203,"Segment 2",2,NA,"Every 3 Months",2,1,1,"No",2.9
1204,"Segment 4",4,1,"Annually",2,1,1,"No",3.7
1205,"Segment 4",4,NA,"Every 3 Months",2,1,1,"No",3.2
1206,"Segment 4",4,26,"Fortnightly",2,1,1,"No",3.5
1207,"Segment 3",3,NA,"Every 3 Months",2,1,1,"No",3
1208,"Segment 4",4,NA,"Every 3 Months",2,1,1,"No",4.1
1209,"Segment 3",3,1,"Annually",2,1,1,"No",2.9
1210,"Segment 1",1,12,"Monthly",2,1,1,"No",3.8
1211,"Segment 1",1,4,"Quarterly",2,1,1,"No",4.1
1212,"Segment 1",1,NA,"Every 3 Months",2,1,1,"No",4.6
1213,"Segment 3",3,52,"Weekly",2,1,1,"No",2.5
1214,"Segment 2",2,NA,"Every 3 Months",2,1,1,"No",3.7
1215,"Segment 3",3,NA,"Every 3 Months",2,1,1,"No",3.8
1216,"Segment 2",2,NA,"Every 3 Months",2,1,1,"No",2.6
1217,"Segment 2",2,NA,"Every 3 Months",2,1,1,"No",3.7
1218,"Segment 3",3,NA,"Every 3 Months",2,1,1,"No",2.6
1219,"Segment 4",4,NA,"Every 3 Months",2,1,1,"No",3.1
1220,"Segment 3",3,NA,"Bi-Weekly",2,1,1,"No",2.5
1221,"Segment 4",4,4,"Quarterly",2,1,1,"No",4.9
1222,"Segment 1",1,4,"Quarterly",2,1,1,"No",4.5
1223,"Segment 4",4,1,"Annually",2,1,1,"No",3.4
1224,"Segment 2",2,52,"Weekly",2,1,1,"No",3.9
1225,"Segment 2",2,52,"Weekly",2,1,1,"No",3.7
1226,"Segment 3",3,52,"Weekly",2,1,1,"No",2.6
1227,"Segment 4",4,NA,"Bi-Weekly",2,1,1,"No",3.4
1228,"Segment 1",1,NA,"Bi-Weekly",2,1,1,"No",4.9
1229,"Segment 2",2,1,"Annually",2,1,1,"No",3.9
1230,"Segment 3",3,1,"Annually",2,1,1,"No",3.6
1231,"Segment 1",1,12,"Monthly",2,1,1,"No",4.6
1232,"Segment 4",4,26,"Fortnightly",2,1,1,"No",4
1233,"Segment 2",2,NA,"Every 3 Months",2,1,1,"No",3.6
1234,"Segment 4",4,NA,"Every 3 Months",2,1,1,"No",3.5
1235,"Segment 4",4,NA,"Bi-Weekly",2,1,1,"No",4.1
1236,"Segment 3",3,NA,"Every 3 Months",2,1,1,"No",3
1237,"Segment 1",1,NA,"Every 3 Months",2,1,1,"No",4.4
1238,"Segment 1",1,4,"Quarterly",2,1,1,"No",4.4
1239,"Segment 4",4,26,"Fortnightly",2,1,1,"No",3.7
1240,"Segment 2",2,NA,"Every 3 Months",2,1,1,"No",4.8
1241,"Segment 3",3,1,"Annually",2,1,1,"No",2.9
1242,"Segment 2",2,52,"Weekly",2,1,1,"No",3.1
1243,"Segment 2",2,4,"Quarterly",2,1,1,"No",4
1244,"Segment 3",3,1,"Annually",2,1,1,"No",3
1245,"Segment 4",4,12,"Monthly",2,1,1,"No",3.9
1246,"Segment 2",2,52,"Weekly",2,1,1,"No",3.4
1247,"Segment 3",3,12,"Monthly",2,1,1,"No",2.7
1248,"Segment 4",4,NA,"Bi-Weekly",2,1,1,"No",3.5
1249,"Segment 2",2,1,"Annually",2,1,1,"No",3
1250,"Segment 2",2,26,"Fortnightly",2,1,1,"No",4.5
1251,"Segment 2",2,12,"Monthly",2,1,1,"No",4.1
1252,"Segment 4",4,12,"Monthly",2,1,1,"No",5
1253,"Segment 1",1,4,"Quarterly",2,1,1,"No",4
1254,"Segment 1",1,1,"Annually",2,1,1,"No",4.9
1255,"Segment 2",2,NA,"Bi-Weekly",2,1,1,"No",3.3
1256,"Segment 1",1,26,"Fortnightly",2,1,1,"No",4.1
1257,"Segment 2",2,26,"Fortnightly",2,1,1,"No",3.6
1258,"Segment 2",2,NA,"Every 3 Months",2,1,1,"No",3
1259,"Segment 4",4,NA,"Every 3 Months",2,1,1,"No",4.1
1260,"Segment 4",4,12,"Monthly",2,1,1,"No",3.9
1261,"Segment 4",4,4,"Quarterly",2,1,1,"No",4.1
1262,"Segment 3",3,26,"Fortnightly",2,1,1,"No",2.8
1263,"Segment 1",1,12,"Monthly",2,1,1,"No",4.8
1264,"Segment 1",1,NA,"Bi-Weekly",2,1,1,"No",4.6
1265,"Segment 3",3,NA,"Bi-Weekly",2,1,1,"No",2.5
1266,"Segment 3",3,52,"Weekly",2,1,1,"No",2.7
1267,"Segment 1",1,NA,"Every 3 Months",2,1,1,"No",4
1268,"Segment 3",3,52,"Weekly",2,1,1,"No",2.7
1269,"Segment 3",3,NA,"Bi-Weekly",2,1,1,"No",2.9
1270,"Segment 2",2,4,"Quarterly",2,1,1,"No",3
1271,"Segment 4",4,1,"Annually",2,1,1,"No",3.3
1272,"Segment 4",4,1,"Annually",2,1,1,"No",4.3
1273,"Segment 1",1,12,"Monthly",2,1,1,"No",4.4
1274,"Segment 2",2,NA,"Every 3 Months",2,1,1,"No",4.1
1275,"Segment 4",4,4,"Quarterly",2,1,1,"No",3.1
1276,"Segment 2",2,12,"Monthly",2,1,1,"No",4.5
1277,"Segment 4",4,52,"Weekly",2,1,1,"No",4.8
1278,"Segment 1",1,4,"Quarterly",2,1,1,"No",5
1279,"Segment 3",3,26,"Fortnightly",2,1,1,"No",2.8
1280,"Segment 2",2,1,"Annually",2,1,1,"No",3.7
1281,"Segment 1",1,NA,"Every 3 Months",2,1,1,"No",4.4
1282,"Segment 1",1,NA,"Bi-Weekly",2,1,1,"No",4.5
1283,"Segment 3",3,12,"Monthly",2,1,1,"No",3
1284,"Segment 4",4,NA,"Every 3 Months",2,1,1,"No",3.9
1285,"Segment 4",4,26,"Fortnightly",2,1,1,"No",3.9
1286,"Segment 4",4,26,"Fortnightly",2,1,1,"No",3.5
1287,"Segment 1",1,26,"Fortnightly",2,1,1,"No",4.9
1288,"Segment 3",3,12,"Monthly",2,1,1,"No",3.4
1289,"Segment 4",4,NA,"Bi-Weekly",2,1,1,"No",4.1
1290,"Segment 3",3,52,"Weekly",2,1,1,"No",2.9
1291,"Segment 2",2,1,"Annually",2,1,1,"No",3.4
1292,"Segment 2",2,26,"Fortnightly",2,1,1,"No",3.2
1293,"Segment 1",1,1,"Annually",2,1,1,"No",3.9
1294,"Segment 1",1,1,"Annually",2,1,1,"No",4.1
1295,"Segment 1",1,NA,"Every 3 Months",2,1,1,"No",4.5
1296,"Segment 3",3,52,"Weekly",2,1,1,"No",2.8
1297,"Segment 2",2,NA,"Bi-Weekly",2,1,1,"No",2.8
1298,"Segment 4",4,1,"Annually",2,1,1,"No",4.6
1299,"Segment 3",3,26,"Fortnightly",2,1,1,"No",3
1300,"Segment 1",1,NA,"Bi-Weekly",2,1,1,"No",3.6
1301,"Segment 4",4,NA,"Every 3 Months",2,1,1,"No",4.5
1302,"Segment 1",1,52,"Weekly",2,1,1,"No",5
1303,"Segment 3",3,12,"Monthly",2,1,1,"No",2.9
1304,"Segment 3",3,1,"Annually",2,1,1,"No",3.1
1305,"Segment 4",4,NA,"Every 3 Months",2,1,1,"No",4
1306,"Segment 1",1,NA,"Every 3 Months",2,1,1,"No",4.5
1307,"Segment 2",2,1,"Annually",2,1,1,"No",4.5
1308,"Segment 3",3,1,"Annually",2,1,1,"No",3.1
1309,"Segment 2",2,NA,"Every 3 Months",2,1,1,"No",4.4
1310,"Segment 1",1,4,"Quarterly",2,1,1,"No",4.7
1311,"Segment 3",3,NA,"Every 3 Months",2,1,1,"No",3.1
1312,"Segment 1",1,1,"Annually",2,1,1,"No",4.2
1313,"Segment 4",4,12,"Monthly",2,1,1,"No",3
1314,"Segment 2",2,NA,"Bi-Weekly",2,1,1,"No",2.6
1315,"Segment 3",3,1,"Annually",2,1,1,"No",3.4
1316,"Segment 4",4,4,"Quarterly",2,1,1,"No",4.2
1317,"Segment 1",1,NA,"Bi-Weekly",2,1,1,"No",4.6
1318,"Segment 3",3,12,"Monthly",2,1,1,"No",2.8
1319,"Segment 3",3,NA,"Bi-Weekly",2,1,1,"No",2.7
1320,"Segment 2",2,52,"Weekly",2,1,1,"No",4
1321,"Segment 2",2,1,"Annually",2,1,1,"No",3.1
1322,"Segment 4",4,NA,"Every 3 Months",2,1,1,"No",3.7
1323,"Segment 1",1,4,"Quarterly",2,1,1,"No",4
1324,"Segment 4",4,NA,"Every 3 Months",2,1,1,"No",4.6
1325,"Segment 3",3,26,"Fortnightly",2,1,1,"No",3.8
1326,"Segment 3",3,12,"Monthly",2,1,1,"No",3.5
1327,"Segment 1",1,12,"Monthly",2,1,1,"No",4.6
1328,"Segment 2",2,52,"Weekly",2,1,1,"No",2.8
1329,"Segment 4",4,52,"Weekly",2,1,1,"No",3.7
1330,"Segment 2",2,NA,"Every 3 Months",2,1,1,"No",3.3
1331,"Segment 3",3,NA,"Bi-Weekly",2,1,1,"No",2.9
1332,"Segment 3",3,NA,"Bi-Weekly",2,1,1,"No",3.2
1333,"Segment 4",4,4,"Quarterly",2,1,1,"No",4.3
1334,"Segment 3",3,4,"Quarterly",2,1,1,"No",2.7
1335,"Segment 1",1,12,"Monthly",2,1,1,"No",4.2
1336,"Segment 1",1,52,"Weekly",2,1,1,"No",4.8
1337,"Segment 1",1,26,"Fortnightly",2,1,1,"No",4.8
1338,"Segment 3",3,NA,"Bi-Weekly",2,1,1,"No",3.4
1339,"Segment 2",2,26,"Fortnightly",2,1,1,"No",2.6
1340,"Segment 1",1,NA,"Every 3 Months",2,1,1,"No",5
1341,"Segment 1",1,NA,"Every 3 Months",2,1,1,"No",4.4
1342,"Segment 3",3,4,"Quarterly",2,1,1,"No",2.9
1343,"Segment 2",2,12,"Monthly",2,1,1,"No",3.4
1344,"Segment 2",2,12,"Monthly",2,1,1,"No",3.4
1345,"Segment 1",1,1,"Annually",2,1,1,"No",4.9
1346,"Segment 2",2,52,"Weekly",2,1,1,"No",3.6
1347,"Segment 3",3,NA,"Bi-Weekly",2,1,1,"No",3
1348,"Segment 4",4,12,"Monthly",2,1,1,"No",3.9
1349,"Segment 3",3,26,"Fortnightly",2,1,1,"No",3.2
1350,"Segment 3",3,NA,"Bi-Weekly",2,1,1,"No",3.2
1351,"Segment 1",1,NA,"Every 3 Months",2,1,1,"No",4.3
1352,"Segment 3",3,4,"Quarterly",2,1,1,"No",2.8
1353,"Segment 4",4,NA,"Bi-Weekly",2,1,1,"No",4.5
1354,"Segment 1",1,NA,"Every 3 Months",2,1,1,"No",4.1
1355,"Segment 2",2,4,"Quarterly",2,1,1,"No",3.6
1356,"Segment 4",4,NA,"Bi-Weekly",2,1,1,"No",3
1357,"Segment 4",4,1,"Annually",2,1,1,"No",4
1358,"Segment 3",3,4,"Quarterly",2,1,1,"No",3.5
1359,"Segment 3",3,NA,"Every 3 Months",2,1,1,"No",2.5
1360,"Segment 1",1,26,"Fortnightly",2,1,1,"No",4.3
1361,"Segment 2",2,1,"Annually",2,1,1,"No",2.8
1362,"Segment 2",2,12,"Monthly",2,1,1,"No",3.7
1363,"Segment 1",1,52,"Weekly",2,1,1,"No",4.3
1364,"Segment 4",4,4,"Quarterly",2,1,1,"No",4
1365,"Segment 4",4,NA,"Every 3 Months",2,1,1,"No",4.7
1366,"Segment 1",1,26,"Fortnightly",2,1,1,"No",4.5
1367,"Segment 2",2,26,"Fortnightly",2,1,1,"No",3.1
1368,"Segment 4",4,4,"Quarterly",2,1,1,"No",3.8
1369,"Segment 1",1,52,"Weekly",2,1,1,"No",4.9
1370,"Segment 3",3,26,"Fortnightly",2,1,1,"No",3.2
1371,"Segment 3",3,NA,"Every 3 Months",2,1,1,"No",2.9
1372,"Segment 3",3,12,"Monthly",2,1,1,"No",2.8
1373,"Segment 4",4,NA,"Bi-Weekly",2,1,1,"No",4
1374,"Segment 3",3,4,"Quarterly",2,1,1,"No",2.6
1375,"Segment 3",3,4,"Quarterly",2,1,1,"No",2.7
1376,"Segment 1",1,1,"Annually",2,1,1,"No",4.1
1377,"Segment 4",4,1,"Annually",2,1,1,"No",5
1378,"Segment 3",3,12,"Monthly",2,1,1,"No",3
1379,"Segment 3",3,52,"Weekly",2,1,1,"No",3.6
